"ID","Ref","ID_photo","SlopeEmma","Reader","Round","PopInd","Pop","TempExp","TempExpNum","Tpop","Predpop","Survival","Naivety","Slope","r2"
"T05_A1_Az1_B5","T05_A1_Az1_B5","IMG_0618",-0.038100965,715,3,"A1_Az1","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0328978681632681,0.943500870633809
"T05_A1_Az10_C6","T05_A1_Az10_C6","IMG_0437",-0.013578453,715,2,"A1_Az10","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",NA,NA
"T05_A1_Az2_A4","T05_A1_Az2_A4","IMG_0351",-0.019557593,715,1,"A1_Az2","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00641852102476412,0.542158511549742
"T05_A1_Az3_B3","T05_A1_Az3_B3","IMG_0415",-0.009873163,727,1,"A1_Az3","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00400395819693816,0.246754892292579
"T05_A1_Az4_C4","T05_A1_Az4_C4","IMG_0748",-0.013387065,727,4,"A1_Az4","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00600667046169079,0.961743256171633
"T05_A1_Az5_A1","T05_A1_Az5_A1","IMG_0729",-0.014915656,715,4,"A1_Az5","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0030094248911242,0.444914325834207
"T05_A1_Az6_D4","T05_A1_Az6_D4","IMG_0718",-0.017146807,715,4,"A1_Az6","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0115931226671397,0.902269116757885
"T05_A1_Az7_B1","T05_A1_Az7_B1","IMG_0554",-0.015302222,727,2,"A1_Az7","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00612946883820304,0.843669617454655
"T05_A1_Az8_B2","T05_A1_Az8_B2","IMG_0685",-0.014311941,727,3,"A1_Az8","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0116585222884315,0.888781624984406
"T05_A1_Az9_C2","T05_A1_Az9_C2","IMG_0548",-0.013261368,727,2,"A1_Az9","A1","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00451978292154369,0.510817930722645
"T05_B1_Az1_D3","T05_B1_Az1_D3","IMG_0419",-0.011114421,727,1,"B1_Az1","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.0085433925605436,0.857415898575209
"T05_B1_Az10_A6","T05_B1_Az10_A6","IMG_0735",-0.014886284,727,4,"B1_Az10","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.0112903910598598,0.962341082893632
"T05_B1_Az2_A2","T05_B1_Az2_A2","IMG_0367",-0.015214819,715,1,"B1_Az2","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.0119635619630493,0.855181184327567
"T05_B1_Az3_A3","T05_B1_Az3_A3","IMG_0674",-0.018195748,727,3,"B1_Az3","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.00393123625091103,0.222169093634902
"T05_B1_Az4_C6","T05_B1_Az4_C6","IMG_0493",-0.007814382,727,2,"B1_Az4","B1","T05",10,"Warm","Ctrl","Yes","Naive",NA,NA
"T05_B1_Az5_B3","T05_B1_Az5_B3","IMG_0464",-0.013711497,715,2,"B1_Az5","B1","T05",10,"Warm","Ctrl","Yes","Naive",-0.0110721224218643,0.898895901447863
"T05_B1_Az6_D2","T05_B1_Az6_D2","IMG_0647",-0.021405898,715,3,"B1_Az6","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.00521993562792118,0.392289375917973
"T05_B1_Az7_C5","T05_B1_Az7_C5","IMG_0713",-0.013260467,715,4,"B1_Az7","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.00583209283473946,0.866852001977637
"T05_B1_Az8_C5","T05_B1_Az8_C5","IMG_0743",-0.0135933,727,4,"B1_Az8","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.00869320851290529,0.870301091734073
"T05_B1_Az9_B6","T05_B1_Az9_B6","IMG_0389",-0.007960728,727,1,"B1_Az9","B1","T05",5,"Warm","Ctrl","Yes","Naive",-0.00673288054153782,0.5376523783983
"T05_B2_Az1_B4","T05_B2_Az1_B4","IMG_0405",-0.009025397,727,1,"B2_Az1","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00528225687264366,0.875430993002118
"T05_B2_Az10_D4","T05_B2_Az10_D4","IMG_0360",-0.01307637,715,1,"B2_Az10","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0106069979993402,0.869921311883967
"T05_B2_Az2_D1","T05_B2_Az2_D1","IMG_0487",-0.013832281,715,2,"B2_Az2","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00518306502750653,0.79027447337201
"T05_B2_Az3_D2","T05_B2_Az3_D2","IMG_0728",-0.020365741,715,4,"B2_Az3","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0125117801645951,0.887114131677039
"T05_B2_Az4_C3","T05_B2_Az4_C3","IMG_0637",-0.012411275,715,3,"B2_Az4","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00567670388114832,0.631527805247401
"T05_B2_Az5_B5","T05_B2_Az5_B5","IMG_0664",-0.009493331,727,3,"B2_Az5","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00821102585388295,0.773856617424641
"T05_B2_Az6_A4","T05_B2_Az6_A4","IMG_0744",-0.003638651,727,4,"B2_Az6","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0083699899024359,0.509567290442235
"T05_B2_Az7_A1","T05_B2_Az7_A1","IMG_0650",-0.011608165,715,3,"B2_Az7","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00453002219652773,0.623379233579909
"T05_B2_Az8_B2","T05_B2_Az8_B2","IMG_0476",-0.009069382,715,2,"B2_Az8","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00416074586525393,0.630796785409544
"T05_B2_Az9_C4","T05_B2_Az9_C4","IMG_0520",-0.01166112,727,2,"B2_Az9","B2","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00395961530556902,0.615248346365881
"T05_B4_Az1_B1","T05_B4_Az1_B1","IMG_0486",-0.01278501,715,2,"B4_Az1","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.0104407577043172,0.932640122214053
"T05_B4_Az10_B1","T05_B4_Az10_B1","IMG_0766",-0.01258055,727,4,"B4_Az10","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.00268372444399601,0.539003397321092
"T05_B4_Az2_D5","T05_B4_Az2_D5","IMG_0622",-0.012975842,715,3,"B4_Az2","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.00292539868975145,0.299113876157748
"T05_B4_Az3_D6","T05_B4_Az3_D6","IMG_0739",-0.007583388,727,4,"B4_Az3","B4","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_B4_Az4_C2","T05_B4_Az4_C2","IMG_0420",-0.012739835,727,1,"B4_Az4","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.00133555931603879,0.140832394735519
"T05_B4_Az5_C3","T05_B4_Az5_C3","IMG_0679",-0.01359774,727,3,"B4_Az5","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.0115549404941837,0.947957835174931
"T05_B4_Az6_D1","T05_B4_Az6_D1","IMG_0733",-0.015081207,715,4,"B4_Az6","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.010721946767808,0.944965400206619
"T05_B4_Az7_D3","T05_B4_Az7_D3","IMG_0537",-0.007937504,727,2,"B4_Az7","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.00383623643060489,0.880107827083482
"T05_B4_Az8_C5","T05_B4_Az8_C5","IMG_0346",-0.016867009,715,1,"B4_Az8","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.00535877725862931,0.535312845961647
"T05_B4_Az9_A6","T05_B4_Az9_A6","IMG_0614",-0.012249601,715,3,"B4_Az9","B4","T05",5,"Ambiant","Pred","Yes","Naive",-0.0099787777978116,0.906585363444274
"T05_B5_Az1_D3","T05_B5_Az1_D3","IMG_0724",-0.016162825,715,4,"B5_Az1","B5","T05",5,"Warm","Pred","Yes","Naive",-0.0121500882314061,0.923588158910492
"T05_B5_Az10_C4","T05_B5_Az10_C4","IMG_0717",-0.009126354,715,4,"B5_Az10","B5","T05",5,"Warm","Pred","Yes","Naive",-0.00943278511395504,0.769294631743829
"T05_B5_Az2_C1","T05_B5_Az2_C1","IMG_0652",-0.016417512,715,3,"B5_Az2","B5","T05",5,"Warm","Pred","Yes","Naive",-0.00528253231596345,0.561994516200345
"T05_B5_Az3_C4","T05_B5_Az3_C4","IMG_0408",-0.008349746,727,1,"B5_Az3","B5","T05",5,"Warm","Pred","Yes","Naive",-0.00175074908946247,0.0965598884843784
"T05_B5_Az4_B4","T05_B5_Az4_B4","IMG_0354",-0.008076572,715,1,"B5_Az4","B5","T05",5,"Warm","Pred","Yes","Naive",-0.00260785573430831,0.82095931602326
"T05_B5_Az5_B6","T05_B5_Az5_B6","IMG_0435",-0.011905882,715,2,"B5_Az5","B5","T05",5,"Warm","Pred","Yes","Naive",-0.000775099943991903,0.0312860922697118
"T05_B5_Az6_C2","T05_B5_Az6_C2","IMG_0763",-0.013715096,727,4,"B5_Az6","B5","T05",5,"Warm","Pred","Yes","Naive",-0.011140743979326,0.835867623733278
"T05_B5_Az7_D4","T05_B5_Az7_D4","IMG_0672",-0.008491832,727,3,"B5_Az7","B5","T05",5,"Warm","Pred","Yes","Naive",-0.00793062861865538,0.969887325495919
"T05_B5_Az8_C3","T05_B5_Az8_C3","IMG_0532",-0.012831005,727,2,"B5_Az8","B5","T05",5,"Warm","Pred","Yes","Naive",-0.0103459991170587,0.887334411499884
"T05_B5_Az9_D3","T05_B5_Az9_D3","IMG_0639",-0.01340983,715,3,"B5_Az9","B5","T05",5,"Warm","Pred","Yes","Naive",-0.0107402096696931,0.670462363492371
"T05_B6_Az1_D6","T05_B6_Az1_D6","IMG_0391",-0.004571683,727,1,"B6_Az1","B6","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_B6_Az10_B5","T05_B6_Az10_B5","IMG_0742",-0.017163028,727,4,"B6_Az10","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.0173164839402529,0.950886174717218
"T05_B6_Az2_D2","T05_B6_Az2_D2","IMG_0688",-0.011173312,727,3,"B6_Az2","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.00907151629059322,0.917997718588349
"T05_B6_Az3_A4","T05_B6_Az3_A4","IMG_0402",-0.011564037,727,1,"B6_Az3","B6","T05",5,"Ambiant","Pred","Yes","Naive",0.00203707343743172,0.0685362440556928
"T05_B6_Az4_B4","T05_B6_Az4_B4","IMG_0746",-0.01340359,727,4,"B6_Az4","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.0110341799835875,0.937553506628656
"T05_B6_Az5_B4","T05_B6_Az5_B4","IMG_0453",-0.025445688,715,2,"B6_Az5","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.00500470579493112,0.365150695842509
"T05_B6_Az6_B1","T05_B6_Az6_B1","IMG_0731",-0.016777003,715,4,"B6_Az6","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.0111648522588765,0.912876837135941
"T05_B6_Az7_B4","T05_B6_Az7_B4","IMG_0518",-0.005602131,727,2,"B6_Az7","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.00548350184255295,0.545582097686715
"T05_B6_Az8_D5","T05_B6_Az8_D5","IMG_0509",-0.013462112,727,2,"B6_Az8","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.00117429704223861,0.0446766315969314
"T05_B6_Az9_A3","T05_B6_Az9_A3","IMG_0462",-0.016930375,715,2,"B6_Az9","B6","T05",5,"Ambiant","Pred","Yes","Naive",-0.0128044801115027,0.864491366052797
"T05_B7_Az1_A5","T05_B7_Az1_A5","IMG_0616",-0.013067012,715,3,"B7_Az1","B7","T05",5,"Warm","Pred","Yes","Naive",-0.0103944145620927,0.885810236320551
"T05_B7_Az10_D2","T05_B7_Az10_D2","IMG_0550",-0.012971943,727,2,"B7_Az10","B7","T05",5,"Warm","Pred","Yes","Experienced",-0.00425817942278914,0.30586510385494
"T05_B7_Az2_D2","T05_B7_Az2_D2","IMG_0423",-0.01005716,727,1,"B7_Az2","B7","T05",5,"Warm","Pred","Yes","Naive",NA,NA
"T05_B7_Az3_B2","T05_B7_Az3_B2","IMG_0643",-0.015316355,715,3,"B7_Az3","B7","T05",5,"Warm","Pred","Yes","Naive",-0.00957839672967966,0.940237667169622
"T05_B7_Az4_A6","T05_B7_Az4_A6","IMG_0656",-0.008724127,727,3,"B7_Az4","B7","T05",5,"Warm","Pred","Yes","Naive",-0.00717613237906972,0.908356503121833
"T05_B7_Az5_D3","T05_B7_Az5_D3","IMG_0470",-0.01060105,715,2,"B7_Az5","B7","T05",5,"Warm","Pred","Yes","Naive",-0.00368480435585999,0.540566592398257
"T05_B7_Az6_A4","T05_B7_Az6_A4","IMG_0512",-0.012995512,727,2,"B7_Az6","B7","T05",5,"Warm","Pred","Yes","Naive",-0.006828853790917,0.87313427536731
"T05_B7_Az7_D3","T05_B7_Az7_D3","IMG_0365",-0.017302868,715,1,"B7_Az7","B7","T05",5,"Warm","Pred","Yes","Naive",-0.00812138237157374,0.518960409122837
"T05_B7_Az8_B5","T05_B7_Az8_B5","IMG_0712",-0.022633045,715,4,"B7_Az8","B7","T05",5,"Warm","Pred","Yes","Naive",-0.0129225175807706,0.736643252207513
"T05_B7_Az9_C5","T05_B7_Az9_C5","IMG_0620",-0.008683122,715,3,"B7_Az9","B7","T05",5,"Warm","Pred","Yes","Naive",-0.00366726528758193,0.779678179916509
"T05_B9_Az1_A3","T05_B9_Az1_A3","IMG_0720",-0.01479638,715,4,"B9_Az1","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00689016162430941,0.739799164067363
"T05_B9_Az10_B6","T05_B9_Az10_B6","IMG_0658",-0.00927917,727,3,"B9_Az10","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00766398742068226,0.860443482143241
"T05_B9_Az2_C5","T05_B9_Az2_C5","IMG_0507",-0.007841797,727,2,"B9_Az2","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00719100848949783,0.87114305200906
"T05_B9_Az3_C4","T05_B9_Az3_C4","IMG_0457",-0.016588253,715,2,"B9_Az3","B9","T05",5,"Warm","Pred","Yes","Naive",-0.012660423487552,0.914337866635392
"T05_B9_Az4_D1","T05_B9_Az4_D1","IMG_0691",-0.010249293,727,3,"B9_Az4","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00593025527013244,0.762160713441928
"T05_B9_Az5_A5","T05_B9_Az5_A5","IMG_0394",-0.005044498,727,1,"B9_Az5","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00468622314583093,0.721382566873903
"T05_B9_Az6_B1","T05_B9_Az6_B1","IMG_0377",-0.014278428,715,1,"B9_Az6","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00628394415842124,0.915415568975692
"T05_B9_Az7_A5","T05_B9_Az7_A5","IMG_0741",-0.014863861,727,4,"B9_Az7","B9","T05",5,"Warm","Pred","Yes","Naive",-0.0098801555587221,0.880942387237508
"T05_B9_Az8_A3","T05_B9_Az8_A3","IMG_0634",-0.010861787,715,3,"B9_Az8","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00317995712353216,0.452659605712799
"T05_B9_Az9_D2","T05_B9_Az9_D2","IMG_0765",-0.009312039,727,4,"B9_Az9","B9","T05",5,"Warm","Pred","Yes","Naive",-0.00372063842854154,0.850425911511044
"T05_C1_Az1_A3","T05_C1_Az1_A3","IMG_0752",-0.032635937,727,4,"C1_Az1","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.0207264646643622,0.881668785790638
"T05_C1_Az10_C5","T05_C1_Az10_C5","IMG_0399",-0.017439734,727,1,"C1_Az10","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00899092095734857,0.771382004733075
"T05_C1_Az2_C2","T05_C1_Az2_C2","IMG_0645",-0.003372811,715,3,"C1_Az2","C1","T05",5,"Ambiant","Pred","Yes","Naive",0.00274447171706206,0.102765125402752
"T05_C1_Az3_A4","T05_C1_Az3_A4","IMG_0451",-0.014566079,715,2,"C1_Az3","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00501678782406375,0.554435771229357
"T05_C1_Az4_B4","T05_C1_Az4_B4","IMG_0716",-0.019363056,715,4,"C1_Az4","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00755000547004304,0.779667264402458
"T05_C1_Az5_A5","T05_C1_Az5_A5","IMG_0662",-0.019565609,727,3,"C1_Az5","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00818597304322041,0.523876691654577
"T05_C1_Az6_D2","T05_C1_Az6_D2","IMG_0479",-0.008204543,715,2,"C1_Az6","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00154514975743462,0.333895707814648
"T05_C1_Az7_A5","T05_C1_Az7_A5","IMG_0499",-0.019459757,727,2,"C1_Az7","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.014993899043045,0.897284626475793
"T05_C1_Az8_C3","T05_C1_Az8_C3","IMG_0364",-0.021260623,715,1,"C1_Az8","C1","T05",5,"Ambiant","Pred","Yes","Naive",-0.00934604480282951,0.502825937914352
"T05_C1_Az9_D6","T05_C1_Az9_D6","IMG_0660",-0.018703114,727,3,"C1_Az9","C1","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_C3_Az1_D5","T05_C3_Az1_D5","IMG_0447",-0.01533722,715,2,"C3_Az1","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.00788004388876657,0.712869827282102
"T05_C3_Az10_D6","T05_C3_Az10_D6","IMG_0497",-0.010876576,727,2,"C3_Az10","C3","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_C3_Az2_C4","T05_C3_Az2_C4","IMG_0357",-0.004793696,715,1,"C3_Az2","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.00077118310513649,0.0279604014671928
"T05_C3_Az3_D4","T05_C3_Az3_D4","IMG_0411",-0.017324227,727,1,"C3_Az3","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.0162347018606718,0.887966117944763
"T05_C3_Az4_B2","T05_C3_Az4_B2","IMG_0760",-0.018935086,727,4,"C3_Az4","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.0154302326353978,0.918999803200989
"T05_C3_Az5_B3","T05_C3_Az5_B3","IMG_0721",-0.018343021,715,4,"C3_Az5","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.00606226505768095,0.768860582703033
"T05_C3_Az6_A2","T05_C3_Az6_A2","IMG_0539",-0.012344459,727,2,"C3","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.0120574412604742,0.852422422357838
"T05_C3_Az7_A2","T05_C3_Az7_A2","IMG_0641",-0.010865738,715,3,"C3_Az7","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.0053754753240243,0.322022739401646
"T05_C3_Az8_C5","T05_C3_Az8_C5","IMG_0666",-0.010322059,727,3,"C3_Az8","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.00466262475467385,0.437376537037792
"T05_C3_Az9_A2","T05_C3_Az9_A2","IMG_0682",-0.026519385,727,3,"C3_Az9","C3","T05",5,"Ambiant","Pred","Yes","Naive",-0.0119476232094839,0.572972947276017
"T05_C5_Az1_B2","T05_C5_Az1_B2","IMG_0726",-0.020038252,715,4,"C5_Az1","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0073145651186331,0.739901236994684
"T05_C5_Az10_B5","T05_C5_Az10_B5","IMG_0397",-0.011064295,727,1,"C5_Az10","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00232324654177308,0.29997508923385
"T05_C5_Az2_B3","T05_C5_Az2_B3","IMG_0676",-0.011192279,727,3,"C5_Az2","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00246958741103033,0.29584617111704
"T05_C5_Az3_A4","T05_C5_Az3_A4","IMG_0625",-0.003393896,715,3,"C5_Az3","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00438687444628063,0.692008577282587
"T05_C5_Az4_B5","T05_C5_Az4_B5","IMG_0501",-0.011426293,727,2,"C5_Az4","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00872943914851815,0.665411501108455
"T05_C5_Az5_A1","T05_C5_Az5_A1","IMG_0483",-0.020130726,715,2,"C5_Az5","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0124399483820439,0.703009502207091
"T05_C5_Az6_B5","T05_C5_Az6_B5","IMG_0443",-0.016655134,715,2,"C5_Az6","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00322735129042098,0.225072675275832
"T05_C5_Az7_B6","T05_C5_Az7_B6","IMG_0737",-0.008596669,727,4,"C5_Az7","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00291381364493701,0.638967969397023
"T05_C5_Az8_C1","T05_C5_Az8_C1","IMG_0557",-0.005141441,727,2,"C5_Az8","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",0.000362510957734751,0.00166668724777663
"T05_C5_Az9_A1","T05_C5_Az9_A1","IMG_0376",-0.012251282,715,1,"C5_Az9","C5","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0010886543479897,0.060561646029235
"T05_C8_Az1_A2","T05_C8_Az1_A2","IMG_0758",-0.020099399,727,4,"C8_Az1","C8","T05",5,"Warm","Pred","Yes","Naive",-0.0132296407920108,0.904157536202567
"T05_C8_Az10_D4","T05_C8_Az10_D4","IMG_0632",-0.007274271,715,3,"C8_Az10","C8","T05",5,"Warm","Pred","Yes","Naive",-0.00404342132027096,0.764891555882821
"T05_C8_Az2_C2","T05_C8_Az2_C2","IMG_0371",-0.014831662,715,1,"C8_Az2","C8","T05",5,"Ambiant","Pred","Yes","Naive",-0.00594106866883461,0.704037263620517
"T05_C8_Az3_D5","T05_C8_Az3_D5","IMG_0349",-0.009965719,715,1,"C8_Az3","C8","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_C8_Az4_D1","T05_C8_Az4_D1","IMG_0428",-0.008268108,727,1,"C8_Az4","C8","T05",5,"Ambiant","Pred","Yes","Naive",NA,NA
"T05_C8_Az5_D5","T05_C8_Az5_D5","IMG_0715",-0.022461202,715,4,"C8_Az5","C8","T05",5,"Warm","Pred","Yes","Naive",-0.0153225383361414,0.927103761576742
"T05_C8_Az6_D4","T05_C8_Az6_D4","IMG_0750",-0.013977406,727,4,"C8_Az6","C8","T05",5,"Warm","Pred","Yes","Naive",-0.0101148383751723,0.905931747042635
"T05_C8_Az7_A2","T05_C8_Az7_A2","IMG_0474",-0.020213944,715,2,"C8_Az7","C8","T05",5,"Warm","Pred","Yes","Naive",0.0015589507253459,0.0225261545079282
"T05_C8_Az8_B2","T05_C8_Az8_B2","IMG_0544",-0.016919631,727,2,"C8_Az8","C8","T05",5,"Warm","Pred","Yes","Naive",0.00149961320295661,0.0503814413876541
"T05_C8_Az9_D3","T05_C8_Az9_D3","IMG_0681",-0.004830268,727,3,"C8_Az9","C8","T05",5,"Warm","Pred","Yes","Naive",-0.00010935080376095,-0.00237257395872814
"T05_C9_Az1_C2","T05_C9_Az1_C2","IMG_0727",-0.01861176,715,4,"C9_Az1","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.00696002214398727,0.65927065401607
"T05_C9_Az10_D1","T05_C9_Az10_D1","IMG_0768",-0.01335364,727,4,"C9_Az10","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.00996613220335961,0.906257016366135
"T05_C9_Az2_C1","T05_C9_Az2_C1","IMG_0690",-0.015170768,727,3,"C9_Az2","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.0127916148130126,0.877000741790952
"T05_C9_Az3_B4","T05_C9_Az3_B4","IMG_0627",-0.014732389,715,3,"C9_Az3","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.0113943048002285,0.858549967680197
"T05_C9_Az4_C3","T05_C9_Az4_C3","IMG_0468",-0.009140974,715,2,"C9_Az4","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.00800015193367212,0.912193127117915
"T05_C9_Az5_A6","T05_C9_Az5_A6","IMG_0343",-0.010204356,715,1,"C9_Az5","C9","T05",5,"Warm","Pred","Yes","Naive",-0.00935873924662932,0.949929437457984
"T05_C9_Az6_A6","T05_C9_Az6_A6","IMG_0387",-0.002661445,727,1,"C9_Az6","C9","T05",5,"Warm","Pred","Yes","Naive",0.00249616059487135,0.626523907408605
"T05_C9_Az7_D4","T05_C9_Az7_D4","IMG_0524",-0.004042193,727,2,"C9_Az7","C9","T05",5,"Ambiant","Pred","Yes","Naive",-0.00052751551195978,0.040094353851966
"T05_C9_Az8_D1","T05_C9_Az8_D1","IMG_0384",-0.019657048,715,1,"C9_Az8","C9","T05",5,"Warm","Pred","Yes","Naive",-0.0156647379931535,0.881605584031251
"T05_C9_Az9_A3","T05_C9_Az9_A3","IMG_0413",-0.01238813,727,1,"C9_Az9","C9","T05",5,"Warm","Pred","Yes","Naive",-0.00290771700901283,0.665182514686951
"T05_D6_Az1_A6","T05_D6_Az1_A6","IMG_0432",-0.015482289,715,2,"D6_Az1","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0137573038283589,0.944473249693437
"T05_D6_Az10_A5","T05_D6_Az10_A5","IMG_0710",-0.019619157,715,4,"D6_Az10","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.013500773345829,0.920532935151299
"T05_D6_Az2_C1","T05_D6_Az2_C1","IMG_0425",-0.010178256,727,1,"D6_Az2","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00656369226218799,0.931994170195666
"T05_D6_Az3_D5","T05_D6_Az3_D5","IMG_0400",-0.00900097,727,1,"D6_Az3","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00483171044365894,0.685412618957466
"T05_D6_Az4_B3","T05_D6_Az4_B3","IMG_0361",-0.016735954,715,1,"D6_Az4","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00612462769048451,0.584226469588319
"T05_D6_Az5_D1","T05_D6_Az5_D1","IMG_0654",-0.007157517,715,3,"D6_Az5","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.012207331907952,0.770819895803649
"T05_D6_Az6_D3","T05_D6_Az6_D3","IMG_0755",-0.003830068,727,4,"D6_Az6","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00765019637897305,0.871663506361967
"T05_D6_Az7_C1","T05_D6_Az7_C1","IMG_0381",-0.020196821,715,1,"D6_Az7","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.0167518990897983,0.928740877867542
"T05_D6_Az8_A3","T05_D6_Az8_A3","IMG_0527",-0.010401721,727,2,"D6_Az8","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00245893324072169,0.534795907642269
"T05_D6_Az9_D5","T05_D6_Az9_D5","IMG_0668",-0.014584388,727,3,"D6_Az9","D6","T05",5,"Ambiant","Ctrl","Yes","Naive",-0.00667127991607277,0.714214833919684
"T05_D7_Az1_C3","T05_D7_Az1_C3","IMG_0753",-0.022270912,727,4,"D7_Az1","D7","T05",5,"Warm","Ctrl","Yes","Naive",-0.0149143057939081,0.893968329992957
"T05_D7_Az10_C4","T05_D7_Az10_C4","IMG_0629",-0.015689167,715,3,"D7_Az10","D7","T05",5,"Warm","Ctrl","Yes","Naive",-0.00695526344209431,0.783450950555743
"T05_D7_Az2_D4","T05_D7_Az2_D4","IMG_0458",-0.000340586,715,2,"D7_Az2","D7","T05",5,"Warm","Ctrl","Yes","Naive",-0.00134954392432397,0.246992661841307
