"ID","Ref","ID_photo","SlopeEmma","Reader","Round","PopInd","Pop","TempExp","TempExpNum","Tpop","Predpop","Survival","Naivety","Slope","r2"
"T23_C8_Az18_D5","T23_C8_Az18_D5","IMG_6911",-0.017779834,715,5,"C8_Az18","C8","T23",23,"Warm","Pred","Yes","Naive",-0.0177659838044784,0.996860398801829
"T23_C8_Az19_D4","T23_C8_Az19_D4","IMG_8908",-0.014585632,727,7,"C8_Az19","C8","T23",23,"Warm","Pred","Yes","Naive",-0.00154527936996779,0.00990145316530389
"T23_C8_Az2_A3","T23_C8_Az2_A3","IMG_4229",-0.013561497,727,2,"C8_Az2","C8","T23",23,"Warm","Pred","Yes","Naive",-0.015754489889296,0.945751125531748
"T23_C8_Az20_C5","T23_C8_Az20_C5","IMG_8823",-0.02171087,715,7,"C8_Az20","C8","T23",23,"Warm","Pred","Yes","Naive",-0.0220184616623167,0.959691392525481
"T23_C8_Az3_C6","T23_C8_Az3_C6","IMG_5966",-0.00715929,715,4,"C8_Az3","C8","T23",23,"Warm","Pred","Yes","Naive",NA,NA
"T23_C8_Az4_A2","T23_C8_Az4_A2","IMG_5159",-0.031553824,727,3,"C8_Az4","C8","T23",23,"Warm","Pred","Yes","Naive",-0.031136689361684,0.997114429036074
"T23_C8_Az5_A5","T23_C8_Az5_A5","IMG_9676",-0.009917725,727,8,"C8_Az5","C8","T23",23,"Warm","Pred","Yes","Naive",-0.00668490715573835,0.600146073398643
"T23_C8_Az6_A5","T23_C8_Az6_A5","IMG_4148",-0.026539292,715,2,"C8_Az6","C8","T23",23,"Warm","Pred","Yes","Naive",-0.0251450981530972,0.976205157113341
"T23_C8_Az7_B3","T23_C8_Az7_B3","IMG_3292",-0.019208593,715,1,"C8_Az7","C8","T23",23,"Warm","Pred","Yes","None",-0.0170862844610983,0.950913205729367
"T23_C8_Az8_B1","T23_C8_Az8_B1","IMG_5094",-0.026969748,715,3,"C8_Az8","C8","T23",23,"Warm","Pred","Yes","Naive",-0.0256547505988533,0.949761500764624
"T23_C8_Az9_B3","T23_C8_Az9_B3","IMG_6057",-0.011796416,727,4,"C8_Az9","C8","T23",23,"Warm","Pred","Yes","Naive",-0.0108925552324508,0.542817063612822
"T23_C9_Az1_D2","T23_C9_Az1_D2","IMG_3305",-0.025136725,715,1,"C9_Az1","C9","T23",23,"Ambiant","Pred","Yes","None",-0.0239954795294408,0.997666059977891
"T23_C9_Az10_B4","T23_C9_Az10_B4","IMG_3334",-0.012542161,727,1,"C9_Az10","C9","T23",23,"Ambiant","Pred","Yes","None",-0.0115153530051752,0.987594373496254
"T23_C9_Az11_D1","T23_C9_Az11_D1","IMG_6083",-0.009014144,727,4,"C9_Az11","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00921302832762384,0.944062980743806
"T23_C9_Az12_D2","T23_C9_Az12_D2","IMG_9709",-0.020017303,727,8,"C9_Az12","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00844531449299786,0.970747478997014
"T23_C9_Az13_C2","T23_C9_Az13_C2","IMG_9655",-0.002678241,715,8,"C9_Az13","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0076479617634044,0.533357523086529
"T23_C9_Az14_C1","T23_C9_Az14_C1","IMG_8003",-0.021151053,727,6,"C9_Az14","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0213663581486357,0.995705281311439
"T23_C9_Az15_B1","T23_C9_Az15_B1","IMG_8867",-0.002266373,715,7,"C9_Az15","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0032943217021641,0.128853789794224
"T23_C9_Az16_D6","T23_C9_Az16_D6","IMG_5116",-0.01541361,727,3,"C9_Az16","C9","T23",23,"Ambiant","Pred","Yes","Naive",NA,NA
"T23_C9_Az17_C4","T23_C9_Az17_C4","IMG_5066",-0.015158194,715,3,"C9_Az17","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0163956345714977,0.854810998215267
"T23_C9_Az18_B4","T23_C9_Az18_B4","IMG_6987",-0.002721148,727,5,"C9_Az18","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00194941763490323,0.107226079538327
"T23_C9_Az19_B1","T23_C9_Az19_B1","IMG_6013",-0.010330225,715,4,"C9_Az19","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0103901962551248,0.889209383491036
"T23_C9_Az2_D1","T23_C9_Az2_D1","IMG_4193",-0.015555146,715,2,"C9_Az2","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.015632702747839,0.995798755165979
"T23_C9_Az20_A5","T23_C9_Az20_A5","IMG_7886",-0.013570451,715,6,"C9_Az20","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00999763954048112,0.454629203459886
"T23_C9_Az3_B4","T23_C9_Az3_B4","IMG_4219",-0.003356404,727,2,"C9_Az3","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00367213048906443,0.858309185666458
"T23_C9_Az4_A4","T23_C9_Az4_A4","IMG_8897",-0.002131043,727,7,"C9_Az4","C9","T23",23,"Ambiant","Pred","Yes","Naive",-9.84883758287568e-05,-0.00322036279916382
"T23_C9_Az5_A6","T23_C9_Az5_A6","IMG_8873",-0.019718373,727,7,"C9_Az5","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0192230806154754,0.973290489599577
"T23_C9_Az6_B4","T23_C9_Az6_B4","IMG_6046",-0.007469767,727,4,"C9_Az6","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00743800320643766,0.901011092051777
"T23_C9_Az7_B1","T23_C9_Az7_B1","IMG_6951",-0.0106281,715,5,"C9_Az7","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0105722603736581,0.862499917272652
"T23_C9_Az8_C1","T23_C9_Az8_C1","IMG_7938",-0.003946651,715,6,"C9_Az8","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.00434760562462738,0.732950821213019
"T23_C9_Az9_B5","T23_C9_Az9_B5","IMG_4150",-0.026385369,715,2,"C9_Az9","C9","T23",23,"Ambiant","Pred","Yes","Naive",-0.0263102500635185,0.996449174686191
"T23_D6_Az1_A3","T23_D6_Az1_A3","IMG_5987",-0.015540551,715,4,"D6_Az1","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0155275833715632,0.966340204474883
"T23_D6_Az10_D3","T23_D6_Az10_D3","IMG_8922",-0.024168897,727,7,"D6_Az10","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0399582986472746,0.941975020186268
"T23_D6_Az11_B6","T23_D6_Az11_B6","IMG_6894",-0.008288598,715,5,"D6_Az11","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.00820366192455028,0.883736808438675
"T23_D6_Az12_C3","T23_D6_Az12_C3","IMG_4235",-0.013779923,727,2,"D6_Az12","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0163507380243021,0.933806261240124
"T23_D6_Az13_B5","T23_D6_Az13_B5","",-0.018262017,727,6,"D6_Az13","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0167940631296468,0.940535138521348
"T23_D6_Az14_D1","T23_D6_Az14_D1","IMG_3314",-0.013442002,715,1,"D6_Az14","D6","T23",23,"Ambiant","Ctrl","Yes","None",-0.0174034079971004,0.902009795555119
"T23_D6_Az15_D4","T23_D6_Az15_D4","IMG_9690",-0.015069155,727,6,"D6_Az15","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0155980338177642,0.948128118817399
"T23_D6_Az16_C5","T23_D6_Az16_C5","IMG_7894",-0.009011365,715,6,"D6_Az16","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0105464304978648,0.910907656247336
"T23_D6_Az17","T23_D6_Az17","IMG_3344",-0.00808287,727,1,"D6_Az17","D6","T23",23,"Ambiant","Ctrl","Yes","None",NA,NA
"T23_D6_Az18_B1","T23_D6_Az18_B1","IMG_6075",-0.015841032,727,4,"D6_Az18","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0158866998461081,0.99260576214758
"T23_D6_Az19_A6","T23_D6_Az19_A6","IMG_7877",-0.007414243,715,6,"D6_Az19","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.00764493354731829,0.323745427364698
"T23_D6_Az2_C4","T23_D6_Az2_C4","IMG_8831",-0.009462028,715,7,"D6_Az2","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.00985408583175908,0.574688580708043
"T23_D6_Az20_A2","T23_D6_Az20_A2","IMG_9651",-0.00628008,715,8,"D6_Az20","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0133511854556832,0.878480099994112
"T23_D6_Az3_C6","T23_D6_Az3_C6","IMG_8880",-0.009479193,727,7,"D6_Az3","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",NA,NA
"T23_D6_Az4_B2","T23_D6_Az4_B2","IMG_3302",-0.014354189,715,1,"D6_Az4","D6","T23",23,"Ambiant","Ctrl","Yes","None",-0.0184168825522441,0.937254128636042
"T23_D6_Az5_C2","T23_D6_Az5_C2","IMG_5168",-0.013398163,727,3,"D6_Az5","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0136859758775721,0.985732190514843
"T23_D6_Az6_A4","T23_D6_Az6_A4","IMG_4157",-0.016910911,715,2,"D6_Az6","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0211836527622646,0.913423900792843
"T23_D6_Az7_C3","T23_D6_Az7_C3","IMG_7002",-0.010961093,727,5,"D6_Az7","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0122419674679199,0.787056864661433
"T23_D6_Az8_B6","T23_D6_Az8_B6","IMG_5964",-0.021724913,715,4,"D6_Az8","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0214689289975612,0.988736110259186
"T23_D6_Az9_B4","T23_D6_Az9_B4","IMG_5062",-0.051515983,715,3,"D6_Az9","D6","T23",23,"Ambiant","Ctrl","Yes","Naive",-0.0485806640213456,0.917802324904357
"T23_D7_Az1_C3","T23_D7_Az1_C3","IMG_6935",-0.005890901,715,5,"D7_Az1","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.00448237146410595,0.428629214277735
"T23_D7_Az10_A2","T23_D7_Az10_A2","IMG_3299",-0.017911818,715,1,"D7_Az10","D7","T23",23,"Warm","Ctrl","Yes","None",-0.0163861690481882,0.979726381910128
"T23_D7_Az11_C1","T23_D7_Az11_C1","IMG_4249",-0.017968897,727,2,"D7_Az11","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0205557037019623,0.97222215960049
"T23_D7_Az12_D3","T23_D7_Az12_D3","IMG_9699",-0.017890047,727,8,"D7_Az12","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0187360958690344,0.949378100981062
"T23_D7_Az13_D4","T23_D7_Az13_D4","IMG_4163",-0.025250777,715,2,"D7_Az13","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0253114936361242,0.96857828608533
"T23_D7_Az14_D2","T23_D7_Az14_D2","IMG_7012",-0.007958616,727,5,"D7_Az14","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0077503272172295,0.960953769246543
"T23_D7_Az15_D5","T23_D7_Az15_D5","IMG_6040",-0.00765704,727,4,"D7_Az15","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.00774399197138782,0.90535963867568
"T23_D7_Az16_C1","T23_D7_Az16_C1","IMG_6016",-0.027369443,715,4,"D7_Az16","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.028636789257723,0.8620685310864
"T23_D7_Az17_C4","T23_D7_Az17_C4","IMG_3284",-0.005510852,715,1,"D7_Az17","D7","T23",23,"Warm","Ctrl","Yes","None",-0.00726842514957379,0.637677754337875
"T23_D7_Az18_C3","T23_D7_Az18_C3","IMG_7919",-0.012682921,715,6,"D7_Az18","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0117059525216936,0.90333370004116
"T23_D7_Az19_C5","T23_D7_Az19_C5","IMG_7964",-0.026676717,727,6,"D7_Az19","D7","T25",23,"Warm","Ctrl","Yes","Naive",-0.0267841892082222,0.98648001903967
"T23_D7_Az2_D4","T23_D7_Az2_D4","IMG_5071",-0.031001457,715,3,"D7_Az2","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0307075407355048,0.990836508996744
"T23_D7_Az20_A4","T23_D7_Az20_A4","IMG_3332",-0.023230263,727,1,"D7_Az20","D7","T23",23,"Warm","Ctrl","Yes","None",-0.0206190422306827,0.982984429098647
"T23_D7_Az3_B6","T23_D7_Az3_B6","IMG_6965",-0.006598276,727,5,"D7_Az3","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.013542699524758,0.752704394429429
"T23_D7_Az4_D6","T23_D7_Az4_D6","IMG_8884",-0.010206834,727,7,"D7_Az4","D7","T23",23,"Warm","Ctrl","Yes","Naive",NA,NA
"T23_D7_Az5_D2","T23_D7_Az5_D2","IMG_6073",-0.01437302,727,4,"D7_Az5","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0141597425045641,0.979099686914165
"T23_D7_Az6_B5","T23_D7_Az6_B5","IMG_8819",-0.015182379,715,7,"D7_Az6","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0150296754360339,0.991192557938631
"T23_D7_Az7_A3","T23_D7_Az7_A3","IMG_9643",-0.001227726,715,8,"D7_Az7","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.00835959970403287,0.732234258155253
"T23_D7_Az8_C5","T23_D7_Az8_C5","IMG_5975",-0.014775019,715,4,"D7_Az8","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0136117924826787,0.487174090517301
"T23_D7_Az9_A1","T23_D7_Az9_A1","IMG_8864",-0.011211925,715,7,"D7_Az9","D7","T23",23,"Warm","Ctrl","Yes","Naive",-0.0114192687317689,0.858110005745574
"T25_A1_Az1_B1","T25_A1_Az1_B1","IMG_3500",-0.017428325,727,1,"A1_Az1_B1","A1","T25",25,"Ambiant","Ctrl","Yes","None",-0.0149173565116881,0.973200772175471
"T25_A1_Az10_A6","T25_A1_Az10_A6","IMG_9568",-0.021701177,727,8,"A1_Az10","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0212180963770032,0.994783800638762
"T25_A1_Az11","T25_A1_Az11","IMG_3405",-0.032104072,715,1,"A1_Az11","A1","T25",25,"Ambiant","Ctrl","Yes","None",NA,NA
"T25_A1_Az12_A6","T25_A1_Az12_A6","IMG_4025",-0.007383965,715,2,"A1_Az12","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0058116813761324,0.308968756103732
"T25_A1_Az13_D4","T25_A1_Az13_D4","IMG_5908",-0.017204247,727,4,"A1_Az13","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0167204136644055,0.982273488715859
"T25_A1_Az14_A2","T25_A1_Az14_A2","IMG_4122",-0.021298621,727,2,"A1_Az14","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0182201093618148,0.562586132757861
"T25_A1_Az15_D4","T25_A1_Az15_D4","IMG_5273",-0.025220052,727,3,"A1_Az15","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0252269240780923,0.993221541392484
"T25_A1_Az16_C5","T25_A1_Az16_C5","IMG_3390",-0.012364829,715,1,"A1_Az16","A1","T25",25,"Ambiant","Ctrl","Yes","None",-0.0125509939700491,0.991044173875124
"T25_A1_Az17_C2","T25_A1_Az17_C2","IMG_9602",-0.009500295,727,8,"A1_Az17","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00984357024233803,0.932572234648422
"T25_A1_Az18_B2","T25_A1_Az18_B2","IMG_8981",-0.013018532,715,7,"A1_Az18","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.013980960604338,0.96169110947383
"T25_A1_Az19_C5","T25_A1_Az19_C5","IMG_7100",-0.007733121,727,5,"A1_Az19","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0103615416461325,0.933261166392139
"T25_A1_Az2_B4","T25_A1_Az2_B4","IMG_9035",-0.015260709,727,7,"A1_Az2","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0175026395506615,0.924604586657066
"T25_A1_Az20_A6","T25_A1_Az20_A6","IMG_7776",0.003656082,727,6,"A1_Az20","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",0.0157644720434646,0.456997233170114
"T25_A1_Az3_A5","T25_A1_Az3_A5","IMG_5888",-0.022177224,727,4,"A1_Az3","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0221644908148703,0.99737588202695
"T25_A1_Az4_D4","T25_A1_Az4_D4","IMG_7735",-0.01440107,715,6,"A1_Az4","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0137876343659809,0.936982205870156
"T25_A1_Az5_B2","T25_A1_Az5_B2","IMG_5861",-0.006834821,715,4,"A1_Az5","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00258344967797038,0.0893581086012084
"T25_A1_Az6_A4","T25_A1_Az6_A4","IMG_9531 2",-0.00432886,715,8,"A1_Az6","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00801709121369387,0.782223030741451
"T25_A1_Az7_A6","T25_A1_Az7_A6","IMG_5185",-0.017425186,715,3,"A1_Az7","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0170483251264598,0.965406309190152
"T25_A1_Az8_C1","T25_A1_Az8_C1","IMG_7142",-0.015480863,727,5,"A1_Az8","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0156182447732492,0.963939039246208
"T25_A1_Az9_B4","T25_A1_Az9_B4","IMG_7048",-0.014707101,715,5,"A1_Az9","A1","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0151747326723045,0.978335041715874
"T25_B1_Az1_C6","T25_B1_Az1_C6","IMG_5189",-0.013764166,715,3,"B1_Az1","B1","T25",25,"Warm","Ctrl","Yes","Naive",NA,NA
"T25_B1_Az10_C6","T25_B1_Az10_C6","IMG_3380",-0.017450712,715,1,"B1_Az10","B1","T25",25,"Warm","Ctrl","Yes","None",NA,NA
"T25_B1_Az11_A2","T25_B1_Az11_A2","IMG_9595",-0.004290763,727,8,"B1_Az11","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.00675422082133833,0.788522754335787
"T25_B1_Az12_A3","T25_B1_Az12_A3","IMG_7123",-0.008212651,727,5,"B1_Az12","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0039817849594396,0.0914449537422902
"T25_B1_Az13_B2","T25_B1_Az13_B2","IMG_7759",-0.032013888,715,6,"B1_Az13","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0281922566320562,0.863088378610735
"T25_B1_Az14_D1","T25_B1_Az14_D1","IMG_7851",-0.015472574,727,6,"B1_Az14","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0153820131087191,0.976911982687212
"T25_B1_Az15_B3","T25_B1_Az15_B3","IMG_7820",-0.007155246,727,6,"B1_Az15","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0158570911340482,0.980431506155735
"T25_B1_Az16_D4","T25_B1_Az16_D4","IMG_4108",-0.014749245,727,2,"B1_Az16","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0145550766619019,0.97743700118612
"T25_B1_Az17_B5","T25_B1_Az17_B5","IMG_7038",-0.01854878,715,5,"B1_Az17","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0179037878351963,0.944598672347429
"T25_B1_Az18_D3","T25_B1_Az18_D3","IMG_5920",-0.000483905,727,4,"B1_Az18","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.00401825557584586,0.951777943167085
"T25_B1_Az19_C4","T25_B1_Az19_C4","IMG_5270",-0.012736375,727,3,"B1_Az19","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0123944217298713,0.97760335226827
"T25_B1_Az2_A4","T25_B1_Az2_A4","IMG_5840",-0.004551218,715,4,"B1_Az2","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0136465190024587,0.60800499835021
"T25_B1_Az20_D1","T25_B1_Az20_D1","IMG_8999",-0.005214813,715,7,"B1_Az20","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.00621205482346219,0.909742145953509
"T25_B1_Az3_C2","T25_B1_Az3_C2","IMG_3492",-0.021454481,727,1,"B1_Az3","B1","T25",25,"Warm","Ctrl","Yes","None",-0.0246754235982694,0.881542985092296
"T25_B1_Az4_B5","T25_B1_Az4_B5","IMG_9016",-0.008881361,727,7,"B1_Az4","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0100566665212654,0.911603228255667
"T25_B1_Az5_B3","T25_B1_Az5_B3","IMG_4116",-0.00979954,727,2,"B1_Az5","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0109077582569403,0.960791519447576
"T25_B1_Az6_C2","T25_B1_Az6_C2","IMG_9058",-0.001420815,727,7,"B1_Az6","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.00456651194544435,0.907242598122352
"T25_B1_Az7_C3","T25_B1_Az7_C3","IMG_8974",-0.00766314,715,7,"B1_Az7","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.00854716756617982,0.948487441104041
"T25_B1_Az8_B3","T25_B1_Az8_B3","IMG_5221",-0.021598021,715,3,"B1_Az8","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0212514018153774,0.978280581526886
"T25_B1_Az9_B1","T25_B1_Az9_B1","IMG_4072",-0.02032795,715,2,"B1_Az9","B1","T25",25,"Warm","Ctrl","Yes","Naive",-0.0173522697390854,0.880038484214132
"T25_B2_Az1_B4","T25_B2_Az1_B4","IMG_9583",-0.007892391,727,8,"B2_Az1","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00814326931553095,0.933255491325344
"T25_B2_Az10_C3","T25_B2_Az10_C3","IMG_5855",-0.00670134,715,4,"B2_Az10","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00706561462265737,0.945744864183968
"T25_B2_Az11_A2","T25_B2_Az11_A2","IMG_7832",-0.0096606,727,6,"B2_Az11","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00989493242282332,0.906541272922764
"T25_B2_Az12_A6","T25_B2_Az12_A6","IMG_4082",-0.011112158,727,2,"B2_Az12","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0114565034686593,0.978967951732227
"T25_B2_Az13_C2","T25_B2_Az13_C2","IMG_7071",-0.027461473,715,5,"B2_Az13","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0272085490985343,0.989674506817593
"T25_B2_Az14_D5","T25_B2_Az14_D5","IMG_9026",-0.009564611,727,7,"B2_Az14","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0103718548311413,0.958523035753119
"T25_B2_Az15_C1","T25_B2_Az15_C1","IMG_5298",-0.036444038,727,3,"B2_Az15","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0353827060095207,0.996586686305744
"T25_B2_Az16_A1","T25_B2_Az16_A1","IMG_5236",-0.021328938,715,3,"B2_Az16","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0207467883353127,0.984660289763281
"T25_B2_Az17_D3","T25_B2_Az17_D3","IMG_7063",-0.020544244,715,5,"B2_Az17","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0208707335910961,0.945748395657288
"T25_B2_Az18_D4","T25_B2_Az18_D4","IMG_3470",-0.017348894,727,1,"B2_Az18","B2","T25",25,"Ambiant","Ctrl","Yes","None",-0.00857220269766576,0.282767551866512
"T25_B2_Az19_B4","T25_B2_Az19_B4","IMG_7733",-0.015724941,715,6,"B2_Az19","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0167339918787104,0.931624794397906
"T25_B2_Az2_A6","T25_B2_Az2_A6","IMG_7085",-0.016492427,727,5,"B2_Az2","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0280371576415783,0.713516365311468
"T25_B2_Az20_A6","T25_B2_Az20_A6","IMG_5880",-0.009814345,727,4,"B2_Az20","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0107675690148458,0.854314411838784
"T25_B2_Az3_C6","T25_B2_Az3_C6","IMG_5253",-0.016319875,727,3,"B2_Az3","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",NA,NA
"T25_B2_Az4_A5","T25_B2_Az4_A5","IMG_8951",-0.006888976,715,7,"B2_Az4","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.00990095373153426,0.83591716101715
"T25_B2_Az5_D3","T25_B2_Az5_D3","IMG_3414",-0.023218675,715,1,"B2_Az5","B2","T25",25,"Ambiant","Ctrl","Yes","None",-0.0204879067139024,0.954154168041276
"T25_B2_Az6_D3","T25_B2_Az6_D3","IMG_4061",-0.019693491,715,2,"B2_Az6","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0186226588149723,0.983085476708093
"T25_B2_Az7_D5","T25_B2_Az7_D5","IMG_4101",-0.016083081,727,2,"B2_Az7","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0156661542181819,0.943726361887142
"T25_B2_Az8_D1","T25_B2_Az8_D1","IMG_9566 2",-0.010711873,715,8,"B2_Az8","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0116405031970314,0.864631226689151
"T25_B2_Az9_C1","T25_B2_Az9_C1","IMG_9068",-0.008124955,727,7,"B2_Az9","B2","T25",25,"Ambiant","Ctrl","Yes","Naive",-0.0112644990043358,0.881824547611524
"T25_B4_Az1_D3","T25_B4_Az1_D3","IMG_9543 2",-0.007707897,715,8,"B4_Az1","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.00825592053373891,0.638355894325764
"T25_B4_Az10_D2","T25_B4_Az10_D2","IMG_5233",-0.016330896,715,3,"B4_Az10","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0159904742588232,0.990724077713814
"T25_B4_Az11_C3","T25_B4_Az11_C3","IMG_3412",-0.026340678,715,1,"B4_Az11","B4","T25",25,"Ambiant","Pred","Yes","None",-0.0232084945088868,0.987501331974368
"T25_B4_Az12_C1","T25_B4_Az12_C1","IMG_3432",-0.022034104,715,1,"B4_Az12","B4","T25",25,"Ambiant","Pred","Yes","None",-0.0230509143437763,0.990207473462466
"T25_B4_Az13_D3","T25_B4_Az13_D3","IMG_7753",-0.016442402,715,6,"B4_Az13","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0163597517478342,0.990683428607007
"T25_B4_Az14_C6","T25_B4_Az14_C6","IMG_8947",-0.00363529,715,7,"B4_Az14","B4","T25",25,"Ambiant","Pred","Yes","Naive",NA,NA
"T25_B4_Az15_C1","T25_B4_Az15_C1","IMG_5242",-0.01948301,715,3,"B4_Az15","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0193393176019079,0.987133758436935
"T25_B4_Az16_D4","T25_B4_Az16_D4","IMG_7813",-0.013593939,727,6,"B4_Az16","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0138487918515616,0.979718362699241
"T25_B4_Az17_D1","T25_B4_Az17_D1","IMG_7083",-0.016108158,715,5,"B4_Az17","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0163881501894102,0.989403995291811
"T25_B4_Az18_B6","T25_B4_Az18_B6","IMG_4084",-0.008743569,727,2,"B4_Az18","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.00714947373002735,0.895379251584552
"T25_B4_Az19_A4","T25_B4_Az19_A4","IMG_7108",-0.016132471,727,5,"B4_Az19","B4","T25",25,"Ambiant","Pred","Yes","Naive",-0.0172477462787142,0.949335775841324
