"N_bac","Day","Temperature_moy","Tpop"
"C3",2020-12-13,6.44805555555556,"Ambient"
"C3",2020-12-14,7.55690972222222,"Ambient"
"C3",2020-12-15,7.74739583333333,"Ambient"
"C3",2020-12-16,6.02086805555556,"Ambient"
"C3",2020-12-17,4.95892361111111,"Ambient"
"C3",2020-12-18,4.94149305555556,"Ambient"
"C3",2020-12-19,5.42895833333333,"Ambient"
"C3",2020-12-20,6.28444444444444,"Ambient"
"C3",2020-12-21,5.90239583333333,"Ambient"
"C3",2020-12-22,7.51180555555556,"Ambient"
"C3",2020-12-23,8.21857638888889,"Ambient"
"C3",2020-12-24,8.57545138888889,"Ambient"
"C3",2020-12-25,6.06291666666667,"Ambient"
"C3",2020-12-26,3.85006944444444,"Ambient"
"C3",2020-12-27,2.37006944444444,"Ambient"
"C3",2020-12-28,2.76583333333333,"Ambient"
"C3",2020-12-29,3.10034722222222,"Ambient"
"C3",2020-12-30,3.42729166666667,"Ambient"
"C3",2020-12-31,3.68996527777778,"Ambient"
"C3",2021-01-01,4.52305555555556,"Ambient"
"C3",2021-01-02,4.05729166666667,"Ambient"
"C3",2021-01-03,2.97486111111111,"Ambient"
"C3",2021-01-04,2.73496527777778,"Ambient"
"C3",2021-01-05,2.63513888888889,"Ambient"
"C3",2021-01-06,2.19753472222222,"Ambient"
"C3",2021-01-07,1.00142360919052,"Ambient"
"C3",2021-01-08,0.307013892930829,"Ambient"
"C3",2021-01-09,0.221423612597088,"Ambient"
"C3",2021-01-10,0.323888890031311,"Ambient"
"C3",2021-01-11,0.410347225765387,"Ambient"
"C3",2021-01-12,0.290208337259375,"Ambient"
"C3",2021-01-13,1.3278472246685,"Ambient"
"C3",2021-01-14,3.45305555555556,"Ambient"
"C3",2021-01-15,4.594375,"Ambient"
"C3",2021-01-16,4.42506944444444,"Ambient"
"C3",2021-01-17,4.83805555555556,"Ambient"
"C3",2021-01-18,5.28986111111111,"Ambient"
"C3",2021-01-19,4.44083333333333,"Ambient"
"C3",2021-01-20,4.91083333333333,"Ambient"
"C3",2021-01-21,6.16503472222222,"Ambient"
"C3",2021-01-22,6.39270833333333,"Ambient"
"C3",2021-01-23,5.40881944444444,"Ambient"
"C3",2021-01-24,5.58486111111111,"Ambient"
"C3",2021-01-25,5.735625,"Ambient"
"C3",2021-01-26,5.34861111111111,"Ambient"
"C3",2021-01-27,7.1621875,"Ambient"
"C3",2021-01-28,9.47232638888889,"Ambient"
"C3",2021-01-29,9.56184027777778,"Ambient"
"C3",2021-01-30,8.87243055555555,"Ambient"
"C3",2021-01-31,8.33388888888889,"Ambient"
"C3",2021-02-01,8.813125,"Ambient"
"C3",2021-02-02,10.0355902777778,"Ambient"
"C3",2021-02-03,10.3365972222222,"Ambient"
"C3",2021-02-04,10.6736111111111,"Ambient"
"C3",2021-02-05,11.1835069444444,"Ambient"
"C3",2021-02-06,10.6118402777778,"Ambient"
"C3",2021-02-07,9.60479166666667,"Ambient"
"C3",2021-02-08,8.10184027777778,"Ambient"
"C3",2021-02-09,6.87908366533865,"Ambient"
"C3",2021-02-10,6.48097297297297,"Ambient"
"C3",2021-02-13,8.22992481203008,"Ambient"
"C3",2021-02-14,7.90833333333333,"Ambient"
"C3",2021-02-15,7.68277777777778,"Ambient"
"C3",2021-02-16,8.49232638888889,"Ambient"
"C3",2021-02-17,9.98243902439024,"Ambient"
"C3",2021-02-18,10.0358333333333,"Ambient"
"C3",2021-02-19,9.77184027777778,"Ambient"
"C3",2021-02-20,9.74427083333333,"Ambient"
"C3",2021-02-21,10.0036458333333,"Ambient"
"C3",2021-02-22,10.0131597222222,"Ambient"
"C3",2021-02-23,10.0904513888889,"Ambient"
"C3",2021-02-24,11.2039583333333,"Ambient"
"C3",2021-02-25,11.1277430555556,"Ambient"
"C3",2021-02-26,11.1357986111111,"Ambient"
"C3",2021-02-27,11.8617361111111,"Ambient"
"C3",2021-02-28,11.1295486111111,"Ambient"
"C3",2021-03-01,10.1431944444444,"Ambient"
"C3",2021-03-02,9.92392361111111,"Ambient"
"C3",2021-03-03,9.95086805555556,"Ambient"
"C3",2021-03-04,10.6247916666667,"Ambient"
"C3",2021-03-05,11.7045486111111,"Ambient"
"C3",2021-03-06,10.6079166666667,"Ambient"
"C3",2021-03-07,9.17420138888889,"Ambient"
"C3",2021-03-08,8.78277777777778,"Ambient"
"C3",2021-03-09,8.32381944444444,"Ambient"
"C3",2021-03-10,7.7715625,"Ambient"
"C3",2021-03-11,10.3050347222222,"Ambient"
"C3",2021-03-12,11.2724305555556,"Ambient"
"C3",2021-03-13,9.3490625,"Ambient"
"C3",2021-03-14,9.24232638888889,"Ambient"
"C3",2021-03-15,8.02805555555556,"Ambient"
"C3",2021-03-16,8.86128472222222,"Ambient"
"C3",2021-03-17,10.2406597222222,"Ambient"
"C3",2021-03-18,9.72909722222222,"Ambient"
"C3",2021-03-19,7.35232638888889,"Ambient"
"C3",2021-03-20,5.92930555555556,"Ambient"
"C3",2021-03-21,5.7609375,"Ambient"
"C3",2021-03-22,8.29680555555556,"Ambient"
"C3",2021-03-23,9.59892361111111,"Ambient"
"C3",2021-03-24,10.6081597222222,"Ambient"
"C3",2021-03-25,11.8220486111111,"Ambient"
"C3",2021-03-26,11.8388888888889,"Ambient"
"C3",2021-03-27,12.1625347222222,"Ambient"
"C3",2021-03-28,11.6641319444444,"Ambient"
"C3",2021-03-29,13.6420486111111,"Ambient"
"C3",2021-03-30,15.1778472152778,"Ambient"
"C3",2021-03-31,16.2362846770833,"Ambient"
"C3",2021-04-01,16.3191666701389,"Ambient"
"C3",2021-04-02,16.2009027951389,"Ambient"
"C3",2021-04-03,15.6554513472222,"Ambient"
"C3",2021-04-04,14.4963194479167,"Ambient"
"C3",2021-04-05,13.8470833055556,"Ambient"
"C3",2021-04-06,13.8517708333333,"Ambient"
"C3",2021-04-07,12.3320138888889,"Ambient"
"C3",2021-04-08,11.3782986111111,"Ambient"
"C3",2021-04-09,12.3362152777778,"Ambient"
"C3",2021-04-10,12.09375,"Ambient"
"C3",2021-04-11,11.0055902777778,"Ambient"
"C3",2021-04-12,10.5259027777778,"Ambient"
"C3",2021-04-13,11.243125,"Ambient"
"C3",2021-04-14,11.4766319444444,"Ambient"
"C3",2021-04-15,11.9178125,"Ambient"
"C3",2021-04-16,11.8672569444444,"Ambient"
"C3",2021-04-17,11.4097916666667,"Ambient"
"C3",2021-04-18,11.1645486111111,"Ambient"
"C3",2021-04-19,12.3082986111111,"Ambient"
"C3",2021-04-20,13.2628125,"Ambient"
"C3",2021-04-21,13.2231597222222,"Ambient"
"C3",2021-04-22,13.9023610972222,"Ambient"
"C3",2021-04-23,14.8109028194444,"Ambient"
"C3",2021-04-24,16.5811805451389,"Ambient"
"C3",2021-04-25,16.8291666458333,"Ambient"
"C3",2021-04-26,15.28010415625,"Ambient"
"C3",2021-04-27,14.3622569444444,"Ambient"
"C3",2021-04-28,13.8826041666667,"Ambient"
"C3",2021-04-29,12.6645486111111,"Ambient"
"C3",2021-04-30,11.7747916666667,"Ambient"
"C3",2021-05-01,10.9415972222222,"Ambient"
"C3",2021-05-02,11.0410069444444,"Ambient"
"C3",2021-05-03,12.0929166666667,"Ambient"
"C3",2021-05-04,14.4653819166667,"Ambient"
"C3",2021-05-05,16.3189582881944,"Ambient"
"C3",2021-05-06,15.8337152673611,"Ambient"
"C3",2021-05-07,17.2228125208333,"Ambient"
"C3",2021-05-08,18.8245486076389,"Ambient"
"C3",2021-05-09,19.8806596423611,"Ambient"
"C3",2021-05-10,18.4099305729167,"Ambient"
"C3",2021-05-11,16.0394791631944,"Ambient"
"C3",2021-05-12,14.1089583333333,"Ambient"
"C3",2021-05-13,14.6276388958333,"Ambient"
"C3",2021-05-14,15.41680553125,"Ambient"
"C3",2021-05-15,15.5488193819444,"Ambient"
"C3",2021-05-16,15.5980555555556,"Ambient"
"C3",2021-05-17,15.3840971805556,"Ambient"
"C3",2021-05-18,16.07729171875,"Ambient"
"C3",2021-05-19,16.7086805520833,"Ambient"
"C3",2021-05-20,18.1910764166667,"Ambient"
"C3",2021-05-21,18.3570138472222,"Ambient"
"C3",2021-05-22,16.79034725,"Ambient"
"C3",2021-05-23,14.5741666666667,"Ambient"
"C3",2021-05-24,13.2282986111111,"Ambient"
"C3",2021-05-25,12.3715277777778,"Ambient"
"C3",2021-05-26,14.5931596909722,"Ambient"
"C3",2021-05-27,17.2888194826389,"Ambient"
"C3",2021-05-28,18.9743750868056,"Ambient"
"C3",2021-05-29,19.0781598194444,"Ambient"
"C3",2021-05-30,20.8045486979167,"Ambient"
"C3",2021-05-31,21.4140972743056,"Ambient"
"C3",2021-06-01,21.9717013715278,"Ambient"
"C3",2021-06-02,20.6123611423611,"Ambient"
"C3",2021-06-03,21.1009722291667,"Ambient"
"C3",2021-06-04,20.3978125277778,"Ambient"
"C3",2021-06-05,19.2092014131944,"Ambient"
"C3",2021-06-06,20.56746525,"Ambient"
"C3",2021-06-07,20.4196180625,"Ambient"
"C3",2021-06-08,19.4709722083333,"Ambient"
"C3",2021-06-09,19.9057291180556,"Ambient"
"C3",2021-06-10,20.68065975,"Ambient"
"C3",2021-06-11,20.0504513541667,"Ambient"
"C3",2021-06-12,19.9881597604167,"Ambient"
"C3",2021-06-13,20.4819791631944,"Ambient"
"C3",2021-06-14,20.4431250451389,"Ambient"
"C3",2021-06-15,20.3247569375,"Ambient"
"C3",2021-06-16,20.3363887743056,"Ambient"
"C3",2021-06-17,19.7268750659722,"Ambient"
"C3",2021-06-18,19.3664583298611,"Ambient"
"C3",2021-06-19,20.2681596111111,"Ambient"
"C3",2021-06-20,20.0481943715278,"Ambient"
"C3",2021-06-21,19.5415972083333,"Ambient"
"C3",2021-06-22,19.2667708402778,"Ambient"
"C3",2021-06-23,17.9946527048611,"Ambient"
"C3",2021-06-24,17.50638890625,"Ambient"
"C3",2021-06-25,19.5520138402778,"Ambient"
"C3",2021-06-26,20.1158681145833,"Ambient"
"C3",2021-06-27,19.59843740625,"Ambient"
"C3",2021-06-28,18.8003473263889,"Ambient"
"C3",2021-06-29,19.0387500173611,"Ambient"
"C3",2021-06-30,19.7597569027778,"Ambient"
"C3",2021-07-01,20.2214583263889,"Ambient"
"C3",2021-07-02,19.748611125,"Ambient"
"C3",2021-07-03,17.1803472048611,"Ambient"
"C3",2021-07-04,17.4404861909722,"Ambient"
"C3",2021-07-05,17.9507292013889,"Ambient"
"C3",2021-07-06,17.3286804722222,"Ambient"
"C3",2021-07-07,17.5612500416667,"Ambient"
"C3",2021-07-08,17.1934027986111,"Ambient"
"C3",2021-07-09,17.9273263645833,"Ambient"
"C3",2021-07-10,17.2668402013889,"Ambient"
"C3",2021-07-11,18.0534374930556,"Ambient"
"C3",2021-07-12,17.2060762430556,"Ambient"
"C3",2021-07-13,16.5089583125,"Ambient"
"C3",2021-07-14,17.0011804861111,"Ambient"
"C3",2021-07-15,17.3236458576389,"Ambient"
"C3",2021-07-16,16.8773958715278,"Ambient"
"C3",2021-07-17,17.7942013333333,"Ambient"
"C3",2021-07-18,17.9338888576389,"Ambient"
"C3",2021-07-19,18.1815957943262,"Ambient"
"C3",2021-07-20,17.7193402256944,"Ambient"
"C3",2021-07-21,18.2185068888889,"Ambient"
"C3",2021-07-22,18.4155903194444,"Ambient"
"C3",2021-07-23,17.9480554826389,"Ambient"
"C3",2021-07-24,17.1131250486111,"Ambient"
"C3",2021-07-25,17.2461458854167,"Ambient"
"C3",2021-07-26,17.32708375,"Ambient"
"C3",2021-07-27,17.1863195173611,"Ambient"
"C3",2021-07-28,17.3727719017544,"Ambient"
"C3",2021-07-29,17.6854511840278,"Ambient"
"C3",2021-07-30,17.1637150659722,"Ambient"
"C3",2021-07-31,17.1143402291667,"Ambient"
"C3",2021-08-01,16.7966319791667,"Ambient"
"C3",2021-08-02,17.1714236875,"Ambient"
"C3",2021-08-03,17.3572792573529,"Ambient"
"C3",2021-08-04,17.5834721284722,"Ambient"
"C3",2021-08-05,17.617152625,"Ambient"
"C3",2021-08-06,17.3009027013889,"Ambient"
"C3",2021-08-07,17.3861805451389,"Ambient"
"C3",2021-08-08,17.0563194131944,"Ambient"
"C3",2021-08-09,17.3568749756944,"Ambient"
"C3",2021-08-10,18.2315625243056,"Ambient"
"C3",2021-08-11,18.4685763923611,"Ambient"
"C3",2021-08-12,18.690763875,"Ambient"
"C3",2021-08-13,17.9767707986111,"Ambient"
"C3",2021-08-14,18.4150346388889,"Ambient"
"C3",2021-08-15,17.0570485833333,"Ambient"
"C3",2021-08-16,17.2344443645833,"Ambient"
"C3",2021-08-17,17.3269791284722,"Ambient"
"C3",2021-08-18,17.1951736736111,"Ambient"
"C3",2021-08-19,17.1825696180556,"Ambient"
"C3",2021-08-20,17.9739582951389,"Ambient"
"C3",2021-08-21,17.4280556458333,"Ambient"
"C3",2021-08-22,17.1035070798611,"Ambient"
"C3",2021-08-23,17.3417014236111,"Ambient"
"C3",2021-08-24,17.2651388298611,"Ambient"
"C3",2021-08-25,17.4351388923611,"Ambient"
"C3",2021-08-26,17.8746180486111,"Ambient"
"C3",2021-08-27,17.6598612013889,"Ambient"
"C3",2021-08-28,17.1837847465278,"Ambient"
"C3",2021-08-29,17.0101042048611,"Ambient"
"C3",2021-08-30,16.8779166666667,"Ambient"
"C3",2021-08-31,17.3986805173611,"Ambient"
"C3",2021-09-01,17.1521180868056,"Ambient"
"C3",2021-09-02,17.1490972083333,"Ambient"
"C3",2021-09-03,17.4979166354167,"Ambient"
"C3",2021-09-04,17.7802776527778,"Ambient"
"C3",2021-09-05,17.81583340625,"Ambient"
"C3",2021-09-13,17.6325142285714,"Ambient"
"C3",2021-09-14,17.2369792152778,"Ambient"
"C3",2021-09-15,17.3860417361111,"Ambient"
"C3",2021-09-16,17.3684720381944,"Ambient"
"C3",2021-09-17,17.5839235243056,"Ambient"
"C3",2021-09-18,17.2628123784722,"Ambient"
"C3",2021-09-19,16.3710763888889,"Ambient"
"C3",2021-09-20,17.112222125,"Ambient"
"C3",2021-09-21,15.1138888888889,"Ambient"
"C3",2021-09-22,15.2654861631944,"Ambient"
"C3",2021-09-23,17.4665625173611,"Ambient"
"C3",2021-09-24,17.218333375,"Ambient"
"C3",2021-09-25,17.40090278125,"Ambient"
"C3",2021-09-26,17.1847568263889,"Ambient"
"C3",2021-09-27,17.0315971666667,"Ambient"
"C3",2021-09-28,17.1647916458333,"Ambient"
"C3",2021-09-29,17.3066666354167,"Ambient"
"C3",2021-09-30,17.2547221805556,"Ambient"
"C3",2021-10-01,16.2685069791667,"Ambient"
"C3",2021-10-02,16.8395833645833,"Ambient"
"C3",2021-10-03,16.8873611319444,"Ambient"
"C3",2021-10-04,15.3235416736111,"Ambient"
"C3",2021-10-05,14.2171875,"Ambient"
"C3",2021-10-06,14.8792361111111,"Ambient"
"C3",2021-10-07,15.2571527847222,"Ambient"
"C3",2021-10-08,14.4897569513889,"Ambient"
"C3",2021-10-09,15.5188193854167,"Ambient"
"C3",2021-10-10,16.4601041736111,"Ambient"
"C3",2021-10-11,15.7924306284722,"Ambient"
"C3",2021-10-12,13.9118055555556,"Ambient"
"C3",2021-10-13,13.1309027777778,"Ambient"
"C3",2021-10-14,12.4121180555556,"Ambient"
"C3",2021-10-15,12.2514583333333,"Ambient"
"C3",2021-10-16,13.7658333333333,"Ambient"
"C3",2021-10-17,13.1521875,"Ambient"
"C3",2021-10-18,13.4050694444444,"Ambient"
"C3",2021-10-19,14.3636805520833,"Ambient"
"C3",2021-10-20,15.4823610868056,"Ambient"
"C3",2021-10-21,15.79503475,"Ambient"
"C3",2021-10-22,14.3445138888889,"Ambient"
"C3",2021-10-23,13.9586458333333,"Ambient"
"C3",2021-10-24,11.8802777777778,"Ambient"
"C3",2021-10-25,10.8808333333333,"Ambient"
"C3",2021-10-26,11.4893055555556,"Ambient"
"C3",2021-10-27,11.6740972222222,"Ambient"
"C3",2021-10-28,11.4140277777778,"Ambient"
"C3",2021-10-29,11.3939930555556,"Ambient"
"C3",2021-10-30,12.6442361111111,"Ambient"
"C3",2021-10-31,14.1590666666667,"Ambient"
"C3",2021-11-01,13.6980208333333,"Ambient"
"C3",2021-11-02,11.9252430555556,"Ambient"
"C3",2021-11-03,11.1718402777778,"Ambient"
"C3",2021-11-04,9.23395833333333,"Ambient"
"C3",2021-11-05,8.153125,"Ambient"
"C3",2021-11-06,6.63527777777778,"Ambient"
"C3",2021-11-07,6.04128472222222,"Ambient"
"C3",2021-11-08,8.16538194444444,"Ambient"
"C3",2021-11-09,8.36034722222222,"Ambient"
"C3",2021-11-10,6.62611111111111,"Ambient"
"C3",2021-11-11,7.35802083333333,"Ambient"
"C3",2021-11-12,8.20538194444445,"Ambient"
"C3",2021-11-13,9.49260416666667,"Ambient"
"C3",2021-11-14,9.70555555555556,"Ambient"
"C3",2021-11-15,8.62479166666667,"Ambient"
"C3",2021-11-16,8.15194444444444,"Ambient"
"C3",2021-11-17,7.55100694444444,"Ambient"
"C3",2021-11-18,7.07697916666667,"Ambient"
"C3",2021-11-19,6.42597222222222,"Ambient"
"C3",2021-11-20,6.06243055555556,"Ambient"
"C3",2021-11-21,6.84079861111111,"Ambient"
"C3",2021-11-22,7.73760416666667,"Ambient"
"C3",2021-11-23,7.10215277777778,"Ambient"
"C3",2021-11-24,6.81569444444444,"Ambient"
"C3",2021-11-25,7.08239583333333,"Ambient"
"C3",2021-11-26,6.90680555555556,"Ambient"
"C3",2021-11-27,5.57190972222222,"Ambient"
"C3",2021-11-28,4.2815625,"Ambient"
"C3",2021-11-29,3.31472222222222,"Ambient"
"C3",2021-11-30,3.4046875,"Ambient"
"C3",2021-12-01,3.82729166666667,"Ambient"
"C3",2021-12-02,4.66083333333333,"Ambient"
"C3",2021-12-03,4.27875,"Ambient"
"C3",2021-12-04,5.04111111111111,"Ambient"
"C3",2021-12-05,4.83409722222222,"Ambient"
"C3",2021-12-13,5.74460674157303,"Ambient"
"C3",2021-12-14,5.61760416666667,"Ambient"
"C3",2021-12-15,5.82135416666667,"Ambient"
"C3",2021-12-16,6.08361111111111,"Ambient"
"C3",2021-12-17,5.69878472222222,"Ambient"
"C3",2021-12-18,5.54690972222222,"Ambient"
"C3",2021-12-19,5.03368055555556,"Ambient"
"C3",2021-12-20,4.45635416666667,"Ambient"
"C3",2021-12-21,4.59347222222222,"Ambient"
"C3",2021-12-22,5.83013888888889,"Ambient"
"C3",2021-12-23,6.41850694444444,"Ambient"
"C3",2021-12-24,7.22583333333333,"Ambient"
"C3",2021-12-25,7.88923611111111,"Ambient"
"C3",2021-12-26,7.58743055555556,"Ambient"
"C3",2021-12-27,8.14899305555556,"Ambient"
"C3",2021-12-28,8.89309027777778,"Ambient"
"C3",2021-12-29,10.4777083333333,"Ambient"
"C3",2021-12-30,11.1961805555556,"Ambient"
"C3",2021-12-31,9.90388888888889,"Ambient"
"C3",2022-01-01,9.31826388888889,"Ambient"
"C3",2022-01-02,8.96715277777778,"Ambient"
"C3",2022-01-03,8.71895833333333,"Ambient"
"C3",2022-01-04,8.64302083333333,"Ambient"
"C3",2022-01-05,7.9853125,"Ambient"
"C3",2022-01-06,5.46520833333333,"Ambient"
"C3",2022-01-07,3.543125,"Ambient"
"C3",2022-01-08,4.08954861111111,"Ambient"
"C3",2022-01-09,5.57986111111111,"Ambient"
"C3",2022-01-18,3.4802380952381,"Ambient"
"C3",2022-01-19,3.34145833333333,"Ambient"
"C3",2022-01-20,3.97600694444444,"Ambient"
"C3",2022-01-21,4.15954861111111,"Ambient"
"C3",2022-01-22,3.32795138888889,"Ambient"
"C3",2022-01-23,3.19434027777778,"Ambient"
"C3",2022-01-24,3.513125,"Ambient"
"C3",2022-01-25,3.99069444444444,"Ambient"
"C3",2022-01-26,4.2375,"Ambient"
"C3",2022-01-27,4.38100694444444,"Ambient"
"C3",2022-01-28,4.01482638888889,"Ambient"
"C3",2022-01-29,3.74493055555556,"Ambient"
"C3",2022-01-30,4.27722222222222,"Ambient"
"C3",2022-01-31,4.57944444444444,"Ambient"
"C3",2022-02-01,5.08902777777778,"Ambient"
"C3",2022-02-02,5.53763888888889,"Ambient"
"C3",2022-02-03,6.051875,"Ambient"
"C3",2022-02-04,6.91038194444444,"Ambient"
"C3",2022-02-05,7.74725694444444,"Ambient"
"C3",2022-02-06,6.20357638888889,"Ambient"
"C3",2022-02-07,6.06878472222222,"Ambient"
"C3",2022-02-08,7.76267361111111,"Ambient"
"C3",2022-02-09,7.98878472222222,"Ambient"
"C3",2022-02-10,8.13100694444444,"Ambient"
"C3",2022-02-11,8.38770833333333,"Ambient"
"C3",2022-02-12,8.02763888888889,"Ambient"
"C3",2022-02-13,8.40305555555556,"Ambient"
"C3",2022-02-14,8.93881944444444,"Ambient"
"C3",2022-02-15,8.07121527777778,"Ambient"
"C3",2022-02-16,8.131875,"Ambient"
"C3",2022-02-17,9.21806603773585,"Ambient"
"C3",2022-02-18,11.4399315068493,"Ambient"
"C3",2022-02-19,9.93059027777778,"Ambient"
"C3",2022-02-20,8.13368055555556,"Ambient"
"C3",2022-02-21,9.35774305555556,"Ambient"
"C3",2022-02-22,9.46506944444444,"Ambient"
"C3",2022-02-23,9.01555555555556,"Ambient"
"C3",2022-02-24,9.18041958041958,"Ambient"
"C3",2022-02-25,9.21204861111111,"Ambient"
"C3",2022-02-26,7.47083333333333,"Ambient"
"C3",2022-02-27,6.88305555555556,"Ambient"
"C3",2022-02-28,8.62086805555556,"Ambient"
"C3",2022-03-01,8.92197916666667,"Ambient"
"C3",2022-03-02,8.78829457364341,"Ambient"
"C3",2022-03-04,9.44029702970297,"Ambient"
"C3",2022-03-05,8.67475694444444,"Ambient"
"C3",2022-03-06,8.09972222222222,"Ambient"
"C3",2022-03-07,8.42472222222222,"Ambient"
"C3",2022-03-08,7.93309027777778,"Ambient"
"C3",2022-03-09,8.49305555555556,"Ambient"
"C3",2022-03-10,9.33989583333333,"Ambient"
"C3",2022-03-11,9.38034722222222,"Ambient"
"C3",2022-03-12,9.92340277777778,"Ambient"
"C3",2022-03-13,8.57666666666667,"Ambient"
"C3",2022-03-14,6.99520833333333,"Ambient"
"C3",2022-03-15,8.56989583333333,"Ambient"
"C3",2022-03-16,9.97972222222222,"Ambient"
"C3",2022-03-17,10.6890277777778,"Ambient"
"C3",2022-03-18,9.96295138888889,"Ambient"
"C3",2022-03-19,9.82121527777778,"Ambient"
"C3",2022-03-20,11.0136458333333,"Ambient"
"C3",2022-03-21,12.4193034825871,"Ambient"
"C3",2022-03-22,12.2215625,"Ambient"
"C3",2022-03-23,11.9885763888889,"Ambient"
"C3",2022-03-24,11.8257638888889,"Ambient"
"C3",2022-03-25,12.5448958333333,"Ambient"
"C3",2022-03-26,12.9770833333333,"Ambient"
"C3",2022-03-27,12.5530797101449,"Ambient"
"C3",2022-03-28,12.8714930555556,"Ambient"
"C3",2022-03-29,13.2454513888889,"Ambient"
"C3",2022-03-30,12.6381944444444,"Ambient"
"C3",2022-03-31,10.6063888888889,"Ambient"
"C3",2022-04-01,7.74572916666667,"Ambient"
"C3",2022-04-02,5.03791666666667,"Ambient"
"C3",2022-04-03,4.44677083333333,"Ambient"
"C3",2022-04-04,5.844375,"Ambient"
"C3",2022-04-05,7.41753472222222,"Ambient"
"C3",2022-04-06,8.60763888888889,"Ambient"
"C3",2022-04-07,9.84489583333333,"Ambient"
"C3",2022-04-08,13.0970833333333,"Ambient"
"C3",2022-04-09,13.0447916666667,"Ambient"
"C3",2022-04-10,12.1003472222222,"Ambient"
"C3",2022-04-11,13.3982986111111,"Ambient"
"C3",2022-04-12,13.9092361111111,"Ambient"
"C3",2022-04-13,13.6559027777778,"Ambient"
"C3",2022-04-14,13.7680556041667,"Ambient"
"C3",2022-04-15,15.1870139722222,"Ambient"
"C3",2022-04-16,16.9431250243056,"Ambient"
"C3",2022-04-17,17.2542360798611,"Ambient"
"C3",2022-04-18,17.7802083090278,"Ambient"
"C3",2022-04-19,15.7267361041667,"Ambient"
"C3",2022-04-20,12.1834027777778,"Ambient"
"C3",2022-04-21,11.216875,"Ambient"
"C3",2022-04-22,11.6848263888889,"Ambient"
"C3",2022-04-23,12.0567708333333,"Ambient"
"C3",2022-04-24,11.9545833333333,"Ambient"
"C3",2022-04-25,13.1041666666667,"Ambient"
"C3",2022-04-26,14.7868749652778,"Ambient"
"C3",2022-04-27,15.9940626423611,"Ambient"
"C3",2022-04-28,15.9635416875,"Ambient"
"C3",2022-04-29,16.6277430833333,"Ambient"
"C3",2022-04-30,17.787430625,"Ambient"
"C3",2022-05-01,17.1471180381944,"Ambient"
"C3",2022-05-02,16.4403819618056,"Ambient"
"C3",2022-05-03,15.0813194444444,"Ambient"
"C3",2022-05-04,14.1514930555556,"Ambient"
"C3",2022-05-05,13.5718402777778,"Ambient"
"C3",2022-05-06,14.2486458333333,"Ambient"
"C3",2022-05-07,16.0143749826389,"Ambient"
"C3",2022-05-08,17.3127430590278,"Ambient"
"C3",2022-05-09,17.8783333055556,"Ambient"
"C3",2022-05-10,19.6455555173611,"Ambient"
"C3",2022-05-11,21.1225694201389,"Ambient"
"C3",2022-05-12,21.6814583090278,"Ambient"
"C3",2022-05-13,21.6701388506944,"Ambient"
"C3",2022-05-14,22.1294444930556,"Ambient"
"C3",2022-05-15,22.9736805520833,"Ambient"
"C3",2022-05-16,24.0817707361111,"Ambient"
"C3",2022-05-17,23.9027777291667,"Ambient"
"C3",2022-05-18,25.1394097291667,"Ambient"
"C3",2022-05-19,25.0228818923611,"Ambient"
"C3",2022-05-20,25.41065971875,"Ambient"
"C3",2022-05-21,26.3000346944444,"Ambient"
"C3",2022-05-22,25.0477777222222,"Ambient"
"C3",2022-05-23,21.8929246650943,"Ambient"
"C3",2022-05-24,16.8020289855072,"Ambient"
"C3",2022-05-25,15.7014034824561,"Ambient"
"C3",2022-05-26,15.9782291597222,"Ambient"
"C3",2022-05-27,17.9520139513889,"Ambient"
"C3",2022-05-28,20.4512153020833,"Ambient"
"C3",2022-05-29,21.9969443993056,"Ambient"
"C3",2022-05-30,20.923263875,"Ambient"
"C3",2022-05-31,21.5304514409722,"Ambient"
"C3",2022-06-01,22.4434721701389,"Ambient"
"C3",2022-06-02,24.384880044,"Ambient"
"C3",2022-06-05,21.6884712738854,"Ambient"
"C3",2022-06-06,21.3131249756944,"Ambient"
"C3",2022-06-07,21.033090375,"Ambient"
"C3",2022-06-08,19.7803819409722,"Ambient"
"C3",2022-06-09,19.8130207986111,"Ambient"
"C3",2022-06-10,21.0382292013889,"Ambient"
"C3",2022-06-11,23.0394791875,"Ambient"
"C3",2022-06-12,24.4659027743056,"Ambient"
"C3",2022-06-20,26.8169593716216,"Ambient"
"C3",2022-06-21,25.2129186650718,"Ambient"
"C3",2022-06-22,22.7955355833333,"Ambient"
"C3",2022-06-23,23.10947915625,"Ambient"
"C3",2022-06-24,22.3571874479167,"Ambient"
"C3",2022-06-25,20.7492361041667,"Ambient"
"C3",2022-06-26,19.3559374375,"Ambient"
"C3",2022-06-27,17.1718748819444,"Ambient"
"C3",2022-06-28,18.1226785678571,"Ambient"
"C3",2022-06-29,22.8613332,"Ambient"
"C3",2022-06-30,19.3101110666667,"Ambient"
"C3",2022-07-01,18.8154737122807,"Ambient"
"C3",2022-07-02,20.4860069548611,"Ambient"
"C3",2022-07-03,23.2391319131944,"Ambient"
"C3",2022-07-18,28.2813461666667,"Ambient"
"C3",2022-07-19,27.1092334703833,"Ambient"
"C3",2022-07-20,26.5928819583333,"Ambient"
"C3",2022-07-21,26.8955903125,"Ambient"
"C3",2022-07-22,25.8909722673611,"Ambient"
"C3",2022-07-23,23.7183680277778,"Ambient"
"C3",2022-07-24,24.4234722152778,"Ambient"
