"N_bac","Day","Temperature_moy","Tpop"
"B2",2022-05-21,25.8873263576389,"Ambient"
"B2",2022-05-22,24.5118403368056,"Ambient"
"B2",2022-05-23,21.3177830660377,"Ambient"
"B2",2022-05-24,16.2104346956522,"Ambient"
"B2",2022-05-25,15.2558771929825,"Ambient"
"B2",2022-05-26,15.5061805347222,"Ambient"
"B2",2022-05-27,17.6528125,"Ambient"
"B2",2022-05-28,20.11906253125,"Ambient"
"B2",2022-05-29,21.5047221909722,"Ambient"
"B2",2022-05-30,20.3466319340278,"Ambient"
"B2",2022-05-31,21.0089235972222,"Ambient"
"B2",2022-06-01,22.0950346493056,"Ambient"
"B2",2022-06-02,23.85324,"Ambient"
"B2",2022-06-05,21.1921656050955,"Ambient"
"B2",2022-06-06,20.9644444583333,"Ambient"
"B2",2022-06-07,20.50343746875,"Ambient"
"B2",2022-06-08,19.2372569791667,"Ambient"
"B2",2022-06-09,19.3120834166667,"Ambient"
"B2",2022-06-10,20.7072916006944,"Ambient"
"B2",2022-06-11,22.6838888645833,"Ambient"
"B2",2022-06-12,23.9900347395833,"Ambient"
"B2",2022-06-20,26.3687160878378,"Ambient"
"B2",2022-06-21,24.7127751148325,"Ambient"
"B2",2022-06-22,22.4522618035714,"Ambient"
"B2",2022-06-23,22.6556944166667,"Ambient"
"B2",2022-06-24,21.8699652604167,"Ambient"
"B2",2022-06-25,20.2584027465278,"Ambient"
"B2",2022-06-26,18.8430207743056,"Ambient"
"B2",2022-06-27,16.6505207986111,"Ambient"
"B2",2022-06-28,18.0086785535714,"Ambient"
"B2",2022-06-29,23.0566665,"Ambient"
"B2",2022-06-30,18.8023332888889,"Ambient"
"B2",2022-07-01,18.3892631789474,"Ambient"
"B2",2022-07-02,20.2311805347222,"Ambient"
"B2",2022-07-03,22.811007,"Ambient"
"B2",2022-07-18,27.8494231794872,"Ambient"
"B2",2022-07-19,26.5900000174216,"Ambient"
"B2",2022-07-20,26.0752429965278,"Ambient"
"B2",2022-07-21,26.4242361041667,"Ambient"
"B2",2022-07-22,25.3576735277778,"Ambient"
"B2",2022-07-23,23.1940624895833,"Ambient"
"B2",2022-07-24,24.0884721979167,"Ambient"
"B2",2022-07-25,25.1372548823529,"Ambient"
"B2",2022-07-26,20.7052380238095,"Ambient"
"B2",2022-07-27,21.4785416388889,"Ambient"
"B2",2022-07-28,22.4243382205882,"Ambient"
"B2",2022-07-29,21.4922221805556,"Ambient"
"B2",2022-07-30,21.3801040763889,"Ambient"
"B2",2022-07-31,24.1589930277778,"Ambient"
"B2",2022-08-01,24.5045070774648,"Ambient"
"B2",2022-08-02,24.3271578263158,"Ambient"
"B2",2022-08-03,24.8559722326389,"Ambient"
"B2",2022-08-04,26.6022921770833,"Ambient"
"B2",2022-08-05,24.9571528263889,"Ambient"
"B2",2022-08-06,25.6489236701389,"Ambient"
"B2",2022-08-07,26.02493059375,"Ambient"
"B2",2022-08-08,26.2749558318584,"Ambient"
"B2",2022-08-09,25.2116326989796,"Ambient"
"B2",2022-08-10,25.1408332916667,"Ambient"
"B2",2022-08-11,26.0056944340278,"Ambient"
"B2",2022-08-12,26.5174999722222,"Ambient"
"B2",2022-08-13,26.6975346701389,"Ambient"
"B2",2022-08-14,24.99708328125,"Ambient"
"B2",2022-08-15,24.1005063291139,"Ambient"
"B2",2022-08-16,21.9392814491018,"Ambient"
"B2",2022-08-17,20.494906757764,"Ambient"
"B2",2022-08-18,19.4827429618056,"Ambient"
"B2",2022-08-19,20.7660416770833,"Ambient"
"B2",2022-08-20,21.8507638576389,"Ambient"
"B2",2022-08-21,22.4860417465278,"Ambient"
"B2",2022-08-22,23.0982278987342,"Ambient"
"B2",2022-08-23,23.9810069756944,"Ambient"
"B2",2022-08-24,24.6445486180556,"Ambient"
"B2",2022-08-25,24.5277083368056,"Ambient"
"B2",2022-08-26,22.3717360902778,"Ambient"
"B2",2022-08-27,23.4169444444444,"Ambient"
"B2",2022-08-28,23.8112152673611,"Ambient"
"B2",2022-08-30,23.6642941470588,"Ambient"
"B2",2022-08-31,22.1216667013889,"Ambient"
"B2",2022-09-01,21.7046180173611,"Ambient"
"B2",2022-09-02,21.9633332569444,"Ambient"
"B2",2022-09-03,21.8029860486111,"Ambient"
"B2",2022-09-04,21.6218055659722,"Ambient"
"B2",2022-09-05,21.70430559375,"Ambient"
"B2",2022-09-06,22.6599305625,"Ambient"
"B2",2022-09-07,22.7128471770833,"Ambient"
"B2",2022-09-08,20.9553819583333,"Ambient"
"B2",2022-09-09,19.3329861145833,"Ambient"
"B2",2022-09-10,18.4120833368056,"Ambient"
"B2",2022-09-11,20.3112152951389,"Ambient"
"B2",2022-09-12,20.9471527569444,"Ambient"
"B2",2022-09-13,21.9511458819444,"Ambient"
"B2",2022-09-14,22.1136457604167,"Ambient"
"B2",2022-09-15,21.4825694375,"Ambient"
"B2",2022-09-16,20.1144791423611,"Ambient"
"B2",2022-09-17,19.1876389166667,"Ambient"
"B2",2022-09-18,17.4416319513889,"Ambient"
"B2",2022-09-19,16.78131953125,"Ambient"
"B2",2022-09-20,16.6134374618056,"Ambient"
"B2",2022-09-21,16.7330555729167,"Ambient"
"B2",2022-09-22,16.9481596944444,"Ambient"
"B2",2022-09-23,16.9101042083333,"Ambient"
"B2",2022-09-24,16.4568749861111,"Ambient"
"B2",2022-09-25,14.5833333333333,"Ambient"
"B2",2022-09-26,14.7842014166667,"Ambient"
"B2",2022-09-27,14.3395833333333,"Ambient"
"B2",2022-09-28,14.4721875,"Ambient"
"B2",2022-09-29,14.3701388888889,"Ambient"
"B2",2022-09-30,13.2929513888889,"Ambient"
"B2",2022-10-01,13.3234721805556,"Ambient"
"B2",2022-10-02,15.610868,"Ambient"
"B2",2022-10-03,17.5394097118056,"Ambient"
"B2",2022-10-04,17.2345138611111,"Ambient"
"B2",2022-10-05,16.9921528055556,"Ambient"
"B2",2022-10-06,17.1951042083333,"Ambient"
"B2",2022-10-07,17.4220486111111,"Ambient"
"B2",2022-10-08,17.6703820138889,"Ambient"
"B2",2022-10-09,17.3192361354167,"Ambient"
"B2",2022-10-10,16.7499999895833,"Ambient"
"B2",2022-10-11,16.8898958333333,"Ambient"
"B2",2022-10-12,17.22486115625,"Ambient"
"B2",2022-10-13,17.5032639444444,"Ambient"
"B2",2022-10-14,18.3113887534722,"Ambient"
"B2",2022-10-15,17.4714583020833,"Ambient"
"B2",2022-10-16,17.4152431388889,"Ambient"
"B2",2022-10-17,18.0043056006944,"Ambient"
"B2",2022-10-18,18.0633333680556,"Ambient"
"B2",2022-10-19,17.5005902569444,"Ambient"
"B2",2022-10-20,17.4771874756944,"Ambient"
"B2",2022-10-21,16.4382638784722,"Ambient"
"B2",2022-10-22,16.3195138923611,"Ambient"
"B2",2022-10-23,17.3465624930556,"Ambient"
"B2",2022-10-24,17.2844097743056,"Ambient"
"B2",2022-10-25,15.8855902986111,"Ambient"
"B2",2022-10-26,15.3994097291667,"Ambient"
"B2",2022-10-27,15.4850347048611,"Ambient"
"B2",2022-10-28,16.3174652916667,"Ambient"
"B2",2022-10-29,16.6635416805556,"Ambient"
"B2",2022-10-30,14.66743333,"Ambient"
"B2",2022-10-31,13.3502430555556,"Ambient"
"B2",2022-11-01,14.2036458333333,"Ambient"
"B2",2022-11-02,15.3640625208333,"Ambient"
"B2",2022-11-03,13.1598958333333,"Ambient"
"B2",2022-11-04,10.24375,"Ambient"
"B2",2022-11-05,9.91180555555556,"Ambient"
"B2",2022-11-06,9.35208333333333,"Ambient"
"B2",2022-11-07,9.55440972222222,"Ambient"
"B2",2022-11-08,10.4106597222222,"Ambient"
"B2",2022-11-09,11.0309722222222,"Ambient"
"B2",2022-11-10,11.1164236111111,"Ambient"
"B2",2022-11-11,9.965625,"Ambient"
"B2",2022-11-12,10.7371180555556,"Ambient"
"B2",2022-11-13,11.0656597222222,"Ambient"
"B2",2022-11-14,10.6039236111111,"Ambient"
"B2",2022-11-15,11.0660416666667,"Ambient"
"B2",2022-11-16,11.5612847222222,"Ambient"
"B2",2022-11-17,11.6747916666667,"Ambient"
"B2",2022-11-18,10.9042708333333,"Ambient"
"B2",2022-11-19,9.10961805555556,"Ambient"
"B2",2022-11-20,6.73322916666667,"Ambient"
"B2",2022-11-21,7.32638888888889,"Ambient"
"B2",2022-11-22,6.6134375,"Ambient"
"B2",2022-11-23,7.54131944444444,"Ambient"
"B2",2022-11-24,6.89861111111111,"Ambient"
"B2",2022-11-25,7.36572916666667,"Ambient"
"B2",2022-11-26,6.89652777777778,"Ambient"
"B2",2022-11-27,6.34760416666667,"Ambient"
"B2",2022-11-28,6.63493055555556,"Ambient"
"B2",2022-11-29,6.6359375,"Ambient"
"B2",2022-11-30,6.6771875,"Ambient"
"B2",2022-12-01,5.16625,"Ambient"
"B2",2022-12-02,5.23875,"Ambient"
"B2",2022-12-03,4.88423611111111,"Ambient"
"B2",2022-12-04,3.81128472222222,"Ambient"
"B2",2022-12-05,3.07354166666667,"Ambient"
"B2",2022-12-06,4.3396875,"Ambient"
"B2",2022-12-07,6.89128472222222,"Ambient"
"B2",2022-12-08,7.17809027777778,"Ambient"
"B2",2022-12-09,7.13975694444444,"Ambient"
"B2",2022-12-10,6.89631944444444,"Ambient"
"B2",2022-12-11,3.16034722222222,"Ambient"
"B2",2022-12-12,3.09552083333333,"Ambient"
"B2",2022-12-13,5.46826388888889,"Ambient"
"B2",2022-12-14,8.0175,"Ambient"
"B2",2022-12-15,7.928125,"Ambient"
"B2",2022-12-16,8.31506944444445,"Ambient"
"B2",2022-12-17,7.9953125,"Ambient"
"B2",2022-12-18,6.03663194444444,"Ambient"
"B2",2022-12-19,4.73052083333333,"Ambient"
"B2",2022-12-20,5.85982638888889,"Ambient"
"B2",2022-12-21,8.54618055555556,"Ambient"
"B2",2022-12-22,9.22628472222222,"Ambient"
"B2",2022-12-23,9.86513888888889,"Ambient"
"B2",2022-12-24,9.48034722222222,"Ambient"
"B2",2022-12-25,8.90680555555556,"Ambient"
"B2",2022-12-26,8.60145833333333,"Ambient"
"B2",2022-12-27,8.51652777777778,"Ambient"
"B2",2022-12-28,8.00048611111111,"Ambient"
"B2",2022-12-29,7.58125,"Ambient"
"B2",2022-12-30,8.5253125,"Ambient"
"B2",2022-12-31,9.22194444444444,"Ambient"
"B4",2019-02-01,0,"Ambient"
"B4",2019-02-02,0,"Ambient"
"B4",2019-02-03,0,"Ambient"
"B4",2019-02-04,30.4795584548611,"Ambient"
"B4",2019-02-05,105.751018059028,"Ambient"
"B4",2019-02-06,111.535223065972,"Ambient"
"B4",2019-02-07,108.999575173611,"Ambient"
"B4",2019-02-08,107.070954996528,"Ambient"
"B4",2019-02-09,107.013642010417,"Ambient"
"B4",2019-02-10,106.545385788194,"Ambient"
"B4",2019-02-11,7.34402379636364,"Ambient"
"B4",2019-02-12,4.93166666666667,"Ambient"
"B4",2019-02-13,4.47607638888889,"Ambient"
"B4",2019-02-14,4.69069444444444,"Ambient"
"B4",2019-02-15,5.35979166666667,"Ambient"
"B4",2019-02-16,6.03027777777778,"Ambient"
"B4",2019-02-17,6.26277777777778,"Ambient"
"B4",2019-02-18,5.87204861111111,"Ambient"
"B4",2019-02-19,5.57354166666667,"Ambient"
"B4",2019-02-20,5.71642361111111,"Ambient"
"B4",2019-02-21,6.44427083333333,"Ambient"
"B4",2019-02-22,7.21763888888889,"Ambient"
"B4",2019-02-23,7.92743055555556,"Ambient"
"B4",2019-02-24,8.2675,"Ambient"
"B4",2019-02-25,8.43465277777778,"Ambient"
"B4",2019-02-26,8.98517361111111,"Ambient"
"B4",2019-02-27,9.43125,"Ambient"
"B4",2019-02-28,9.61635416666667,"Ambient"
"B4",2019-03-01,10.264375,"Ambient"
"B4",2019-03-02,10.3661805555556,"Ambient"
"B4",2019-03-03,8.6596875,"Ambient"
"B4",2019-03-04,9.42361111111111,"Ambient"
"B4",2019-03-05,8.53534722222222,"Ambient"
"B4",2019-03-06,9.63236111111111,"Ambient"
"B4",2019-03-07,9.30677083333333,"Ambient"
"B4",2019-03-08,6.03944444410503,"Ambient"
"B4",2019-03-09,9.27291667361111,"Ambient"
"B4",2019-03-10,9.6275,"Ambient"
"B4",2019-03-11,8.06923611111111,"Ambient"
"B4",2019-03-12,7.66357723584111,"Ambient"
"B4",2019-03-13,6.91076388888889,"Ambient"
"B4",2019-03-14,7.8796875,"Ambient"
"B4",2019-03-15,7.95520833333333,"Ambient"
"B4",2019-03-16,8.88777779861111,"Ambient"
"B4",2019-03-17,6.97968749997516,"Ambient"
"B4",2019-03-18,6.29305555555556,"Ambient"
"B4",2019-03-19,5.61631944444444,"Ambient"
"B4",2019-03-20,6.13034722222222,"Ambient"
"B4",2019-03-21,7.50158415824175,"Ambient"
"B4",2019-03-22,7.3203345727566,"Ambient"
"B4",2019-03-23,10.5594444444444,"Ambient"
"B4",2019-03-24,13.2629513819444,"Ambient"
"B4",2019-03-25,9.73909724996689,"Ambient"
"B4",2019-03-26,10.9427347060191,"Ambient"
"B4",2019-03-27,11.4545070375048,"Ambient"
"B4",2019-03-28,10.1116666631944,"Ambient"
"B4",2019-03-29,10.9776736180556,"Ambient"
"B4",2019-03-30,11.8533333680556,"Ambient"
"B4",2019-03-31,12.1908680416667,"Ambient"
"B4",2019-04-01,13.0503124965278,"Ambient"
"B4",2019-04-02,9.51347222222222,"Ambient"
"B4",2019-04-03,6.93288194444444,"Ambient"
"B4",2019-04-04,5.87000000086384,"Ambient"
"B4",2019-04-05,7.13475694444444,"Ambient"
"B4",2019-04-06,7.43388888888889,"Ambient"
"B4",2019-04-07,6.10200000014901,"Ambient"
"B4",2019-04-08,8.18114583333333,"Ambient"
"B4",2019-04-09,10.0429166701389,"Ambient"
"B4",2019-04-10,8.24277777777778,"Ambient"
"B4",2019-04-11,8.05569444444444,"Ambient"
"B4",2019-04-12,9.54326389236111,"Ambient"
"B4",2019-04-13,6.81149305608098,"Ambient"
"B4",2019-04-14,7.67218749652778,"Ambient"
"B4",2019-04-15,11.9083680520833,"Ambient"
"B4",2019-04-16,12.0865972395833,"Ambient"
"B4",2019-04-17,11.3614930729167,"Ambient"
"B4",2019-04-18,11.7011110868056,"Ambient"
"B4",2019-04-19,12.8268403055556,"Ambient"
"B4",2019-04-20,14.5018402638889,"Ambient"
"B4",2019-04-21,11.3769791597222,"Ambient"
"B4",2019-04-22,10.9485416597222,"Ambient"
"B4",2019-04-23,12.9686805520833,"Ambient"
"B4",2019-04-24,12.2274652708333,"Ambient"
"B4",2019-04-25,11.8250694548611,"Ambient"
"B4",2019-04-26,10.9509722291667,"Ambient"
"B4",2019-04-27,10.4230555555556,"Ambient"
"B4",2019-04-28,10.3328472291667,"Ambient"
"B4",2019-04-29,11.8064583472222,"Ambient"
"B4",2019-04-30,13.3964582916667,"Ambient"
"B4",2019-05-01,15.8406944583333,"Ambient"
"B4",2019-05-02,13.4342360902778,"Ambient"
"B4",2019-05-03,9.52826388888889,"Ambient"
"B4",2019-05-04,10.2918750034722,"Ambient"
"B4",2019-05-05,6.71648083641866,"Ambient"
"B4",2019-05-06,8.06113281277736,"Ambient"
"B4",2019-05-07,13.4918749826389,"Ambient"
"B4",2019-05-08,15.0884027777778,"Ambient"
"B4",2019-05-09,11.95802078125,"Ambient"
"B4",2019-05-10,15.3512500381944,"Ambient"
"B4",2019-05-11,13.5099305694444,"Ambient"
"B4",2019-05-12,9.87329861111111,"Ambient"
"B4",2019-05-13,10.3658680625,"Ambient"
"B4",2019-05-14,14.5329166805556,"Ambient"
"B4",2019-05-15,16.6004513611111,"Ambient"
"B4",2019-05-16,17.2120486215278,"Ambient"
"B4",2019-05-17,11.2483333333333,"Ambient"
"B4",2019-05-18,9.64857638541667,"Ambient"
"B4",2019-05-19,10.9023611180556,"Ambient"
"B4",2019-05-20,12.5677778333333,"Ambient"
"B4",2019-05-21,15.8545833541667,"Ambient"
"B4",2019-05-22,18.33086809375,"Ambient"
"B4",2019-05-23,19.5243402326389,"Ambient"
"B4",2019-05-24,12.8042361111111,"Ambient"
"B4",2019-05-25,12.9073263923611,"Ambient"
"B4",2019-05-26,13.8232986180556,"Ambient"
"B4",2019-05-27,14.9488194409722,"Ambient"
"B4",2019-05-28,15.0070139131944,"Ambient"
"B4",2019-05-29,14.3184722361111,"Ambient"
"B4",2019-05-30,18.42548609375,"Ambient"
"B4",2019-05-31,20.8210416215278,"Ambient"
"B4",2019-06-01,23.7805208194444,"Ambient"
"B4",2019-06-02,25.6804529930314,"Ambient"
"B4",2019-06-03,21.2576041631944,"Ambient"
"B4",2019-06-04,22.8723859614035,"Ambient"
"B4",2019-06-05,12.5027777777778,"Ambient"
"B4",2019-06-06,17.2356249965278,"Ambient"
"B4",2019-06-07,15.7246874826389,"Ambient"
"B4",2019-06-08,17.40597225,"Ambient"
"B4",2019-06-09,18.9220833368056,"Ambient"
"B4",2019-06-10,13.0671180451389,"Ambient"
"B4",2019-06-11,11.0601041736111,"Ambient"
"B4",2019-06-12,14.6962717874564,"Ambient"
"B4",2019-06-13,19.1919444479167,"Ambient"
"B4",2019-06-14,16.5382638715278,"Ambient"
"B4",2019-06-15,14.2035069583333,"Ambient"
"B4",2019-06-16,19.4095138888889,"Ambient"
"B4",2019-06-17,22.8072222465278,"Ambient"
"B4",2019-06-18,24.761295028777,"Ambient"
"B4",2019-06-19,24.05281246875,"Ambient"
"B4",2019-06-20,17.3747222256944,"Ambient"
"B4",2019-06-21,15.5345138854167,"Ambient"
"B4",2019-06-22,21.1245486111111,"Ambient"
"B4",2019-06-23,25.312329688172,"Ambient"
"B4",2019-06-24,23.6785069652778,"Ambient"
"B4",2019-06-25,23.5268750034722,"Ambient"
"B4",2019-06-26,27.3193226533865,"Ambient"
"B4",2019-06-27,26.281700035,"Ambient"
"B4",2019-06-28,26.718958375,"Ambient"
"B4",2019-06-29,25.6549754926108,"Ambient"
"B4",2019-06-30,24.7566666701389,"Ambient"
"B4",2019-07-01,21.2962846805556,"Ambient"
"B4",2019-07-02,19.4989930868056,"Ambient"
"B4",2019-07-03,21.2181944444444,"Ambient"
"B4",2019-07-04,22.9079166215278,"Ambient"
"B4",2019-07-05,25.8458679965278,"Ambient"
"B4",2019-07-06,27.0019791944444,"Ambient"
"B4",2019-07-07,27.2194792569444,"Ambient"
"B4",2019-07-08,26.6039236909722,"Ambient"
"B4",2019-07-09,23.6247916597222,"Ambient"
"B4",2019-07-10,22.8197570416667,"Ambient"
"B4",2019-07-11,24.5302430347222,"Ambient"
"B4",2019-07-12,20.262951375,"Ambient"
"B4",2019-07-13,17.6746180625,"Ambient"
"B4",2019-07-14,16.3088888854167,"Ambient"
"B4",2019-07-15,16.0579167013889,"Ambient"
"B4",2019-07-16,16.3497222395833,"Ambient"
"B4",2019-07-17,15.9974652534722,"Ambient"
"B4",2019-07-18,14.8902430590278,"Ambient"
"B4",2019-07-19,16.12871528125,"Ambient"
"B4",2019-07-20,16.3831945069444,"Ambient"
"B4",2019-07-21,16.2086111111111,"Ambient"
"B4",2019-07-22,17.6639930381944,"Ambient"
"B4",2019-07-23,19.4328124340278,"Ambient"
"B4",2019-07-24,19.9271527951389,"Ambient"
"B4",2019-07-25,19.7017361354167,"Ambient"
"B4",2019-07-26,16.4063888923611,"Ambient"
"B4",2019-07-27,13.9377083333333,"Ambient"
"B4",2019-07-28,14.5054513888889,"Ambient"
"B4",2019-07-29,15.7580208159722,"Ambient"
"B4",2019-07-30,14.7758680590278,"Ambient"
"B4",2019-07-31,14.5377083333333,"Ambient"
"B4",2019-08-01,14.8761805451389,"Ambient"
"B4",2019-08-02,15.5093402777778,"Ambient"
"B4",2019-08-03,16.248263875,"Ambient"
"B4",2019-08-04,16.8236805347222,"Ambient"
"B4",2019-08-05,17.3517675302326,"Ambient"
"B4",2019-08-06,20.9219095798611,"Ambient"
"B4",2019-08-07,23.5686806215278,"Ambient"
"B4",2019-08-08,24.7713541875,"Ambient"
"B4",2019-08-09,21.07225696875,"Ambient"
"B4",2019-08-10,16.4755555972222,"Ambient"
"B4",2019-08-11,13.8373611111111,"Ambient"
"B4",2019-08-12,13.8203472222222,"Ambient"
"B4",2019-08-13,14.0190972222222,"Ambient"
"B4",2019-08-14,14.5780902916667,"Ambient"
"B4",2019-08-15,13.9482986111111,"Ambient"
"B4",2019-08-16,15.1861111527778,"Ambient"
"B4",2019-08-17,15.8654861215278,"Ambient"
"B4",2019-08-18,16.0399305902778,"Ambient"
"B4",2019-08-19,17.1527083125,"Ambient"
"B4",2019-08-20,17.6122916041667,"Ambient"
"B4",2019-08-21,18.2824304444444,"Ambient"
"B4",2019-08-22,19.90690975,"Ambient"
"B4",2019-08-23,20.783791802974,"Ambient"
"B4",2019-08-24,22.5023958194444,"Ambient"
"B4",2019-08-25,23.4092013819444,"Ambient"
"B4",2019-08-26,21.9992013680556,"Ambient"
"B4",2019-08-27,16.2119861184669,"Ambient"
"B4",2019-08-28,15.0526041666667,"Ambient"
"B4",2019-08-29,15.5342361319444,"Ambient"
"B4",2019-08-30,15.6553472152778,"Ambient"
"B4",2019-08-31,15.430138875,"Ambient"
"B4",2019-09-01,14.2054166666667,"Ambient"
"B4",2019-09-02,13.8130555555556,"Ambient"
"B4",2019-09-03,13.996875,"Ambient"
"B4",2019-09-04,14.294375,"Ambient"
"B4",2019-09-05,14.1773263888889,"Ambient"
"B4",2019-09-06,13.9592708333333,"Ambient"
"B4",2019-09-07,13.8620486111111,"Ambient"
"B4",2019-09-08,13.9098263888889,"Ambient"
"B4",2019-09-09,13.8082986111111,"Ambient"
"B4",2019-09-10,13.6490277777778,"Ambient"
"B4",2019-09-11,13.4736805555556,"Ambient"
"B4",2019-09-12,13.9872222222222,"Ambient"
"B4",2019-09-13,14.1534027777778,"Ambient"
"B4",2019-09-14,14.4964236111111,"Ambient"
"B4",2019-09-15,14.4202430555556,"Ambient"
"B4",2019-09-16,14.6692361180556,"Ambient"
"B4",2019-09-17,14.6276388888889,"Ambient"
"B4",2019-09-18,14.0396875,"Ambient"
"B4",2019-09-19,14.2644444444444,"Ambient"
"B4",2019-09-20,14.5903125034722,"Ambient"
"B4",2019-09-21,14.0843402777778,"Ambient"
"B4",2019-09-22,13.7202083333333,"Ambient"
"B4",2019-09-23,13.9810763888889,"Ambient"
"B4",2019-09-24,14.1826388888889,"Ambient"
"B4",2019-09-25,14.0751041666667,"Ambient"
"B4",2019-09-26,14.2996180555556,"Ambient"
"B4",2019-09-27,14.1318402777778,"Ambient"
"B4",2019-09-28,14.1842013888889,"Ambient"
"B4",2019-09-29,14.2776736076389,"Ambient"
"B4",2019-09-30,14.5570138888889,"Ambient"
"B4",2019-10-01,15.3543751180556,"Ambient"
"B4",2019-10-02,16.2268402708333,"Ambient"
"B4",2019-10-03,15.3464583368056,"Ambient"
"B4",2019-10-04,13.9511111111111,"Ambient"
"B4",2019-10-05,14.6427777777778,"Ambient"
"B4",2019-10-06,14.4678472222222,"Ambient"
"B4",2019-10-07,13.8934375,"Ambient"
"B4",2019-10-08,14.6448263854167,"Ambient"
"B4",2019-10-09,14.2819444444444,"Ambient"
"B4",2019-10-10,14.2876388888889,"Ambient"
"B4",2019-10-11,13.6215972222222,"Ambient"
"B4",2019-10-12,14.3153819444444,"Ambient"
"B4",2019-10-13,14.8280902916667,"Ambient"
"B4",2019-10-14,14.4532291666667,"Ambient"
"B4",2019-10-15,14.3370138888889,"Ambient"
"B4",2019-10-16,12.6664236111111,"Ambient"
"B4",2019-10-17,13.0847916666667,"Ambient"
"B4",2019-10-18,13.2411458333333,"Ambient"
"B4",2019-10-19,13.6878472222222,"Ambient"
"B4",2019-10-20,13.7769791666667,"Ambient"
"B4",2019-10-21,13.0790972222222,"Ambient"
"B4",2019-10-22,12.0606944444444,"Ambient"
"B4",2019-10-23,11.9860416666667,"Ambient"
"B4",2019-10-24,12.60125,"Ambient"
"B4",2019-10-25,12.4953472222222,"Ambient"
"B4",2019-10-26,12.4872569444444,"Ambient"
"B4",2019-10-27,12.8480902777778,"Ambient"
"B4",2019-10-28,13.3749305555556,"Ambient"
"B4",2019-10-29,13.7851041666667,"Ambient"
"B4",2019-10-30,15.2892360833333,"Ambient"
"B4",2019-10-31,15.6210763506944,"Ambient"
"B4",2019-11-01,13.4337152777778,"Ambient"
"B4",2019-11-02,13.250625,"Ambient"
"B4",2019-11-03,12.2477083333333,"Ambient"
"B4",2019-11-04,11.2727430555556,"Ambient"
"B4",2019-11-05,10.9147222222222,"Ambient"
"B4",2019-11-06,9.43583333333333,"Ambient"
"B4",2019-11-07,7.92649305555556,"Ambient"
"B4",2019-11-08,6.1975,"Ambient"
"B4",2019-11-09,6.63586805555556,"Ambient"
"B4",2019-11-10,7.11434027777778,"Ambient"
"B4",2019-11-11,5.89027777777778,"Ambient"
"B4",2019-11-12,6.50388888888889,"Ambient"
"B4",2019-11-13,6.92788194444444,"Ambient"
"B4",2019-11-14,5.3865625,"Ambient"
"B4",2019-11-15,4.02420138888889,"Ambient"
"B4",2019-11-16,3.8815625,"Ambient"
"B4",2019-11-17,4.54097222222222,"Ambient"
"B4",2019-11-18,5.18722222222222,"Ambient"
"B4",2019-11-19,4.39163194444444,"Ambient"
"B4",2019-11-20,3.87010416666667,"Ambient"
"B4",2019-11-21,3.86954861111111,"Ambient"
"B4",2019-11-22,4.04128472222222,"Ambient"
"B4",2019-11-23,5.11138888888889,"Ambient"
"B4",2019-11-24,5.80527777777778,"Ambient"
"B4",2019-11-25,6.22364583333333,"Ambient"
"B4",2019-11-26,7.13802083333333,"Ambient"
"B4",2019-11-27,8.87194444444444,"Ambient"
"B4",2019-11-28,9.19107638888889,"Ambient"
"B4",2019-11-29,10.0709375,"Ambient"
"B4",2019-11-30,9.03871527777778,"Ambient"
"B4",2019-12-01,8.33097222222222,"Ambient"
"B4",2019-12-02,7.31239583333333,"Ambient"
"B4",2019-12-03,6.85090277777778,"Ambient"
"B4",2019-12-04,5.60510416666667,"Ambient"
"B4",2019-12-05,5.23625,"Ambient"
"B4",2019-12-06,5.68166666666667,"Ambient"
"B4",2019-12-07,5.78527777777778,"Ambient"
"B4",2019-12-08,6.03309027777778,"Ambient"
"B4",2019-12-09,6.84170138888889,"Ambient"
"B4",2019-12-10,6.46059027777778,"Ambient"
"B4",2019-12-11,5.60489583333333,"Ambient"
"B4",2019-12-12,5.66774305555556,"Ambient"
"B4",2019-12-13,8.04059027777778,"Ambient"
"B4",2019-12-14,10.4231597222222,"Ambient"
"B4",2019-12-15,10.2877083333333,"Ambient"
"B4",2019-12-16,9.40930555555556,"Ambient"
"B4",2019-12-17,9.56850694444444,"Ambient"
"B4",2019-12-18,9.89235714285714,"Ambient"
"B4",2019-12-19,8.50315972222222,"Ambient"
"B4",2019-12-20,9.45923611111111,"Ambient"
"B4",2019-12-21,8.83177083333333,"Ambient"
"B4",2019-12-22,8.71166666666667,"Ambient"
"B4",2019-12-23,8.11996527777778,"Ambient"
"B4",2019-12-24,9.27541666666667,"Ambient"
"B4",2019-12-25,9.65364583333333,"Ambient"
"B4",2019-12-26,9.01090277777778,"Ambient"
"B4",2019-12-27,7.7990625,"Ambient"
"B4",2019-12-28,6.30420138888889,"Ambient"
"B4",2019-12-29,5.51173611111111,"Ambient"
"B4",2019-12-30,5.14440972222222,"Ambient"
"B4",2019-12-31,5.0475,"Ambient"
"B4",2020-01-01,5.31114583333333,"Ambient"
"B4",2020-01-02,4.57465277777778,"Ambient"
"B4",2020-01-03,4.90482638888889,"Ambient"
"B4",2020-01-04,5.59489583333333,"Ambient"
"B4",2020-01-05,5.74416666666667,"Ambient"
"B4",2020-01-06,4.72972222222222,"Ambient"
"B4",2020-01-07,4.40177083333333,"Ambient"
"B4",2020-01-08,5.47559027777778,"Ambient"
