"Ref","ID_photo","Reader","Round","PopInd","Pop","TempExp","TempExpNum","Tpop","Predpop","Survival","Naivety","Remarks","Length","EvolHistory"
"T30_B7_Az18_D3","IMG_5617",715,4,"B7_Az18","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.125,"Pred_Warm"
"T30_B7_Az10_B6","IMG_5640",727,4,"B7_Az10","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.145,"Pred_Warm"
"T30_B9_Az6_A5","IMG_5589",715,4,"B9_Az6","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.119,"Pred_Warm"
"T30_B9_Az2_C2","IMG_5681",727,4,"B9_Az2","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.117,"Pred_Warm"
"T30_B9_Az1_D6","IMG_5642",727,4,"B9_Az1","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.126,"Pred_Warm"
"T30_C1_Az13_D4","IMG_5606",715,4,"C1_Az13","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.124,"Pred_Ambiant"
"T30_C1_Az19_C3","IMG_5671",727,4,"C1_Az19","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.161,"Pred_Ambiant"
"T30_C3_Az15_D2","IMG_5628",715,4,"C3_Az15","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.119,"Pred_Ambiant"
"T30_C3_Az12_B5","IMG_5594",715,4,"C3_Az12","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T30_C3_Az1_B2","IMG_5677",727,4,"C3_Az1","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.146,"Pred_Ambiant"
"T30_C5_Az15_C4","IMG_5602",715,4,"C5_Az15","C5","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.136,"Ctrl_Ambiant"
"T30_C5_Az5_A3","IMG_5664",727,4,"C5_Az5","C5","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.127,"Ctrl_Ambiant"
"T30_C8_Az3_C6","IMG_5587",715,4,"C8_Az3","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.122,"Pred_Warm"
"T30_C8_Az9_B3","IMG_5667",727,4,"C8_Az9","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.138,"Pred_Warm"
"T30_C9_Az19_B1","IMG_5631",715,4,"C9_Az19","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.111,"Pred_Ambiant"
"T30_C9_Az11_D1","IMG_5694",727,4,"C9_Az11","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.117,"Pred_Ambiant"
"T30_C9_Az6_B4","IMG_5659",727,4,"C9_Az6","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.133,"Pred_Ambiant"
"T30_D6_Az1_A3","IMG_5609",715,4,"D6_Az1","D6","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.134,"Ctrl_Ambiant"
"T30_D6_Az8_B6","IMG_5584",715,4,"D6_Az8","D6","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.143,"Ctrl_Ambiant"
"T30_D6_Az18_B1","IMG_5685",727,4,"D6_Az18","D6","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.144,"Ctrl_Ambiant"
"T30_D7_Az16_C1","IMG_5633",715,4,"D7_Az16","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.141,"Ctrl_Warm"
"T30_D7_Az8_C5","IMG_5596",715,4,"D7_Az8","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.161,"Ctrl_Warm"
"T30_D7_Az5_D2","IMG_5683",727,4,"D7_Az5","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.156,"Ctrl_Warm"
"T30_D7_Az15_D5","IMG_5652",727,4,"D7_Az15","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.158,"Ctrl_Warm"
"T10_A1_Az8_C1","IMG_6589",727,5,"A1_Az8","A1","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.116,"Ctrl_Ambiant"
"T10_A1_Az4_D4","IMG_8300",715,5,"A1_Az4","A1","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T10_A1_Az20_A6","IMG_8336",727,5,"A1_Az20","A1","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.114,"Ctrl_Ambiant"
"T10_B1_Az17_B5","IMG_6477",715,5,"B1_Az17","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.127,"Ctrl_Warm"
"T10_B1_Az12_A3","IMG_6568",727,5,"B1_Az12","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.157,"Ctrl_Warm"
"T10_B1_Az13_B2","IMG_8317",715,5,"B1_Az13","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.109,"Ctrl_Warm"
"T10_B2_Az13_C2","IMG_6512",715,5,"B2_Az13","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.125,"Ctrl_Ambiant"
"T10_B2_Az17_D3","IMG_6506",715,5,"B2_Az17","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.1496,"Ctrl_Ambiant"
"T10_B2_Az2_A6","IMG_6529",727,5,"B2_Az2","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.162,"Ctrl_Ambiant"
"T10_B4_Az17_D1","IMG_6524",715,5,"B4_Az17","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.149,"Pred_Ambiant"
"T10_B4_Az9_C5","IMG_6479",715,5,"B4_Az9","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.128,"Pred_Ambiant"
"T10_B4_Az19_A4","IMG_6555",727,5,"B4_Az19","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.1342,"Pred_Ambiant"
"T10_B5_Az11_C6","IMG_6471",715,5,"B5_Az11","B5","T10",10,"Warm","Pred","Yes","Naive","None",0.133,"Pred_Warm"
"T10_B5_Az13_B2","IMG_6582",727,5,"B5_Az13","B5","T10",10,"Warm","Pred","Yes","Naive","None",0.173,"Pred_Warm"
"T10_B5_Az7_C4","IMG_6561",727,5,"B5_Az7","B5","T10",10,"Warm","Pred","Yes","Naive","None",0.126,"Pred_Warm"
"T10_B6_Az11_B3","IMG_6498",715,5,"B6_Az11","B6","T10",10,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T10_B6_Az6_A2","IMG_6577",727,5,"B6_Az6","B6","T10",10,"Ambiant","Pred","Yes","Naive","None",0.125,"Pred_Ambiant"
"T10_B7_Az3_C1","IMG_6522",715,5,"B7_Az3","B7","T10",10,"Warm","Pred","Yes","Naive","None",0.1466,"Pred_Warm"
"T10_B7_Az17_D5","IMG_6553",727,5,"B7_Az17","B7","T10",10,"Warm","Pred","Yes","Naive","None",0.149,"Pred_Warm"
"T10_B9_Az7_A3","IMG_6494",715,5,"B9_Az7","B9","T10",10,"Warm","Pred","Yes","Naive","None",0.1503,"Pred_Warm"
"T10_B9_Az4_A5","IMG_6541",727,5,"B9_Az4","B9","T10",10,"Warm","Pred","Yes","Naive","None",NA,"Pred_Warm"
"T10_C1_Az8_B2","IMG_6508",715,5,"C1_Az8","C1","T10",10,"Ambiant","Pred","Yes","Naive","None",0.13,"Pred_Ambiant"
"T10_C1_Az9_B3","IMG_6570",727,5,"C1_Az9","C1","T10",10,"Ambiant","Pred","Yes","Naive","None",0.15,"Pred_Ambiant"
"T10_C1_Az11_D6","IMG_6537",727,5,"C1_Az11","C1","T10",10,"Ambiant","Pred","Yes","Naive","None",0.1414,"Pred_Ambiant"
"T10_C3_Az14_A4","IMG_6486",715,5,"C3_Az14","C3","T10",10,"Ambiant","Pred","Yes","Naive","None",0.143,"Pred_Ambiant"
"T10_C3_Az11_D1","IMG_6593",727,5,"C3_Az11","C3","T10",10,"Ambiant","Pred","Yes","Naive","None",0.154,"Pred_Ambiant"
"T10_C5_Az9_A1","IMG_6516",715,5,"C5_Az9","C5","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.127,"Ctrl_Ambiant"
"T10_C5_Az6_A5","IMG_6473",715,5,"C5_Az6","C5","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.148,"Ctrl_Ambiant"
"T10_C5_Az14_D4","IMG_6564",727,5,"C5_Az14","C5","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T10_C8_Az16_C4","IMG_6492",715,5,"C8_Az16","C8","T10",10,"Warm","Pred","Yes","Naive","None",0.127,"Pred_Warm"
"T10_C8_Az18_D5","IMG_6481",715,5,"C8_Az18","C8","T10",10,"Warm","Pred","Yes","Naive","None",0.1491,"Pred_Warm"
"T10_C8_Az15_C6","IMG_6535",727,5,"C8_Az15","C8","T10",10,"Warm","Pred","Yes","Naive","None",0.143,"Pred_Warm"
"T10_C9_Az7_B1","IMG_6518",715,5,"C9_Az7","C9","T10",10,"Ambiant","Pred","Yes","Naive","None",0.1452,"Pred_Ambiant"
"T10_C9_Az18_B4","IMG_6559",727,5,"C9_Az18","C9","T10",10,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T10_D6_Az11_B6","IMG_6467",715,5,"D6_Az11","D6","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.143,"Ctrl_Ambiant"
"T10_D6_Az7_C3","IMG_6572",727,5,"D6_Az7","D6","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.142,"Ctrl_Ambiant"
"T10_D7_Az1_C3","IMG_6502",715,5,"D7_Az1","D7","T10",10,"Warm","Ctrl","Yes","Naive","None",0.15,"Ctrl_Warm"
"T10_D7_Az14_D2","IMG_6584",727,5,"D7_Az14","D7","T10",10,"Warm","Ctrl","Yes","Naive","None",0.1139,"Ctrl_Warm"
"T10_D7_Az3_B6","IMG_6531",727,5,"D7_Az3","D7","T10",10,"Warm","Ctrl","Yes","Naive","None",0.155,"Ctrl_Warm"
"T15_A1_Az9_B4","IMG_6625",715,5,"A1_Az9","A1","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.125,"Ctrl_Ambiant"
"T15_A1_Az8_C1","IMG_6722",727,5,"A1_Az8","A1","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.1,"Ctrl_Ambiant"
"T15_A1_Az19_C5","IMG_6684",727,5,"A1_Az19","A1","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.135,"Ctrl_Ambiant"
"T15_B1_Az17_B5","IMG_6612",715,5,"B1_Az17","B1","T15",15,"Warm","Ctrl","Yes","Naive","None",0.1445,"Ctrl_Warm"
"T15_B1_Az12_A3","IMG_6703",727,5,"B1_Az12","B1","T15",15,"Warm","Ctrl","Yes","Naive","None",0.137,"Ctrl_Warm"
"T15_B2_Az13_C2","IMG_6648",715,5,"B2_Az13","B2","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.133,"Ctrl_Ambiant"
"T15_B2_Az17_D3","IMG_6642",715,5,"B2_Az17","B2","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.149,"Ctrl_Ambiant"
"T15_B2_Az2_A6","IMG_6664",727,5,"B2_Az2","B2","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.148,"Ctrl_Ambiant"
"T15_B4_Az17_D1","IMG_6662",715,5,"B4_Az17","B4","T15",15,"Ambiant","Pred","Yes","Naive","None",0.17,"Pred_Ambiant"
"T15_B4_Az9_C5","IMG_6615",715,5,"B4_Az9","B4","T15",15,"Ambiant","Pred","Yes","Naive","None",0.126,"Pred_Ambiant"
"T15_B4_Az19_A4","IMG_6688",727,5,"B4_Az19","B4","T15",15,"Ambiant","Pred","Yes","Naive","None",0.155,"Pred_Ambiant"
"T15_B5_Az11_C6","IMG_6606",715,5,"B5_Az11","B5","T15",15,"Warm","Pred","Yes","Naive","None",0.131,"Pred_Warm"
"T15_B5_Az13_B2","IMG_6717",727,5,"B5_Az13","B5","T15",15,"Warm","Pred","Yes","Naive","None",0.136,"Pred_Warm"
"T15_B5_Az7_C4","IMG_6696",727,5,"B5_Az7","B5","T15",15,"Warm","Pred","Yes","Naive","None",0.16,"Pred_Warm"
"T15_B6_Az11_B3","IMG_6636",715,5,"B6_Az11","B6","T15",15,"Ambiant","Pred","Yes","Naive","None",0.133,"Pred_Ambiant"
"T15_B6_Az6_A2","IMG_6714",727,5,"B6_Az6","B6","T15",15,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T15_B7_Az3_C1","IMG_6656",715,5,"B7_Az3","B7","T15",15,"Warm","Pred","Yes","Naive","None",0.13,"Pred_Warm"
"T15_B7_Az17_D5","IMG_6686",727,5,"B7_Az17","B7","T15",15,"Warm","Pred","Yes","Naive","None",0.125,"Pred_Warm"
"T15_B9_Az7_A3","IMG_6632",715,5,"B9_Az7","B9","T15",15,"Warm","Pred","Yes","Naive","None",0.112,"Pred_Warm"
"T15_B9_Az4_A5","IMG_6680",727,5,"B9_Az4","B9","T15",15,"Warm","Pred","Yes","Naive","None",0.143,"Pred_Warm"
"T15_C1_Az8_B2","IMG_6644",715,5,"C1_Az8","C1","T15",15,"Ambiant","Pred","Yes","Naive","None",0.131,"Pred_Ambiant"
"T15_C1_Az9_B3","IMG_6707",727,5,"C1_Az9","C1","T15",15,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T15_C1_Az11_D6","IMG_6676",727,5,"C1_Az11","C1","T15",15,"Ambiant","Pred","Yes","Naive","None",0.137,"Pred_Ambiant"
"T15_C3_Az14_A4","IMG_6622",715,5,"C3_Az14","C3","T15",15,"Ambiant","Pred","Yes","Naive","None",0.1377,"Pred_Ambiant"
"T15_C3_Az11_D1","IMG_6726",727,5,"C3_Az11","C3","T15",15,"Ambiant","Pred","Yes","Naive","None",0.138,"Pred_Ambiant"
"T15_C5_Az9_A1","IMG_6650",715,5,"C5_Az9","C5","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.131,"Ctrl_Ambiant"
"T15_C5_Az6_A5","IMG_6610",715,5,"C5_Az6","C5","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.1236,"Ctrl_Ambiant"
"T15_C5_Az14_D4","IMG_6699",727,5,"C5_Az14","C5","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.125,"Ctrl_Ambiant"
"T15_C8_Az16_C4","IMG_6630",715,5,"C8_Az16","C8","T15",15,"Warm","Pred","Yes","Naive","None",0.1137,"Pred_Warm"
"T15_C8_Az18_D5","IMG_6617",715,5,"C8_Az18","C8","T15",15,"Warm","Pred","Yes","Naive","None",0.1331,"Pred_Warm"
"T15_C8_Az15_C6","IMG_6672",727,5,"C8_Az15","C8","T15",15,"Warm","Pred","Yes","Naive","None",0.13,"Pred_Warm"
"T15_C9_Az7_B1","IMG_6653",715,5,"C9_Az7","C9","T15",15,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T15_C9_Az18_B4","IMG_6693",727,5,"C9_Az18","C9","T15",15,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T15_D6_Az11_B6","IMG_6604",715,5,"D6_Az11","D6","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.117,"Ctrl_Ambiant"
"T15_D6_Az7_C3","IMG_6709",727,5,"D6_Az7","D6","T15",15,"Ambiant","Ctrl","Yes","Naive","None",0.148,"Ctrl_Ambiant"
"T15_D7_Az1_C3","IMG_6638",715,5,"D7_Az1","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.131,"Ctrl_Warm"
"T15_D7_Az14_D2","IMG_6719",727,5,"D7_Az14","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.116,"Ctrl_Warm"
"T15_D7_Az3_B6","IMG_6668",727,5,"D7_Az3","D7","T15",15,"Warm","Ctrl","Yes","Naive","None",0.115,"Ctrl_Warm"
"T20_A1_Az9_B4","IMG_6760",715,5,"A1_Az9","A1","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.112,"Ctrl_Ambiant"
"T20_A1_Az19_C5","IMG_6836",727,5,"A1_Az19","A1","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.1052,"Ctrl_Ambiant"
"T20_A1_Az8_C1","IMG_6883",727,5,"A1_Az8","A1","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.139,"Ctrl_Ambiant"
"T20_B1_Az17_B5","IMG_6744",715,5,"B1_Az17","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.147,"Ctrl_Warm"
"T20_B1_Az12_A3","IMG_6860",727,5,"B1_Az12","B1","T20",20,"Warm","Ctrl","Yes","Naive","None",0.116,"Ctrl_Warm"
"T20_B2_Az13_C2","IMG_6788",715,5,"B2_Az13","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.13,"Ctrl_Ambiant"
"T20_B2_Az17_D3","IMG_6780",715,5,"B2_Az17","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.145,"Ctrl_Ambiant"
"T20_B2_Az2_A6","IMG_6812",727,5,"B2_Az2","B2","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.1527,"Ctrl_Ambiant"
"T20_B4_Az17_D1","IMG_6808",715,5,"B4_Az17","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.138,"Pred_Ambiant"
"T20_B4_Az9_C5","IMG_6749",715,5,"B4_Az9","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.119,"Pred_Ambiant"
"T20_B4_Az19_A4","IMG_6843",727,5,"B4_Az19","B4","T20",20,"Ambiant","Pred","Yes","Naive","None",0.154,"Pred_Ambiant"
"T20_B5_Az11_C6","IMG_6738",715,5,"B5_Az11","B5","T20",20,"Warm","Pred","Yes","Naive","None",0.127,"Pred_Warm"
"T20_B5_Az13_B2","IMG_6878",727,5,"B5_Az13","B5","T20",20,"Warm","Pred","Yes","Naive","None",0.091,"Pred_Warm"
"T20_B5_Az7_C4","IMG_6851",727,5,"B5_Az7","B5","T20",20,"Warm","Pred","Yes","Naive","None",0.15,"Pred_Warm"
"T20_B6_Az11_B3","IMG_6768",715,5,"B6_Az11","B6","T20",20,"Ambiant","Pred","Yes","Naive","None",0.115,"Pred_Ambiant"
"T20_B6_Az6_A2","IMG_6873",727,5,"B6_Az6","B6","T20",20,"Ambiant","Pred","Yes","Naive","None",0.132,"Pred_Ambiant"
"T20_B7_Az3_C1","IMG_6806",715,5,"B7_Az3","B7","T20",20,"Warm","Pred","Yes","Naive","None",0.133,"Pred_Warm"
"T20_B7_Az17_D5","IMG_6839",727,5,"B7_Az17","B7","T20",20,"Warm","Pred","Yes","Naive","None",0.155,"Pred_Warm"
"T20_B9_Az7_A3","IMG_6764",715,5,"B9_Az7","B9","T20",20,"Warm","Pred","Yes","Naive","None",0.1169,"Pred_Warm"
"T20_B9_Az4_A5","IMG_6833",727,5,"B9_Az4","B9","T20",20,"Warm","Pred","Yes","Naive","None",0.136,"Pred_Warm"
"T20_C1_Az8_B2","IMG_6784",715,5,"C1_Az8","C1","T20",20,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T20_C1_Az11_D6","IMG_6829",727,5,"C1_Az11","C1","T20",20,"Ambiant","Pred","Yes","Naive","None",0.146,"Pred_Ambiant"
"T20_C1_Az9_B3","IMG_6862",727,5,"C1_Az9","C1","T20",20,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T20_C3_Az14_A4","IMG_6755",715,5,"C3_Az14","C3","T20",20,"Ambiant","Pred","Yes","Naive","None",0.168,"Pred_Ambiant"
"T20_C3_Az11_D1","IMG_6886",727,5,"C3_Az11","C3","T20",20,"Ambiant","Pred","Yes","Naive","None",0.159,"Pred_Ambiant"
"T20_C5_Az6_A5","IMG_6739",715,5,"C5_Az6","C5","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.112,"Ctrl_Ambiant"
"T20_C5_Az9_A1","IMG_6792",715,5,"C5_Az9","C5","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.1579,"Ctrl_Ambiant"
"T20_C5_Az14_D4","IMG_6857",727,5,"C5_Az14","C5","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.112,"Ctrl_Ambiant"
"T20_C8_Az16_C4","IMG_6761",715,5,"C8_Az16","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.103,"Pred_Warm"
"T20_C8_Az18_D5","IMG_6753",715,5,"C8_Az18","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.1547,"Pred_Warm"
"T20_C8_Az15_C6","IMG_6827",727,5,"C8_Az15","C8","T20",20,"Warm","Pred","Yes","Naive","None",0.136,"Pred_Warm"
"T20_C9_Az7_B1","IMG_6797",715,5,"C9_Az7","C9","T20",20,"Ambiant","Pred","Yes","Naive","None",0.118,"Pred_Ambiant"
"T20_C9_Az18_B4","IMG_6850",727,5,"C9_Az18","C9","T20",20,"Ambiant","Pred","Yes","Naive","None",0.136,"Pred_Ambiant"
"T20_D6_Az11_B6","IMG_6733",715,5,"D6_Az11","D6","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.112,"Ctrl_Ambiant"
"T20_D6_Az7_C3","IMG_6867",727,5,"D6_Az7","D6","T20",20,"Ambiant","Ctrl","Yes","Naive","None",0.116,"Ctrl_Ambiant"
"T20_D7_Az1_C3","IMG_6777",715,5,"D7_Az1","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.099,"Ctrl_Warm"
"T20_D7_Az14_D2","IMG_6879",727,5,"D7_Az14","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.117,"Ctrl_Warm"
"T20_D7_Az3_B6","IMG_6816",727,5,"D7_Az3","D7","T20",20,"Warm","Ctrl","Yes","Naive","None",0.096,"Ctrl_Warm"
"T23_A1_Az9_B4","IMG_6917",715,5,"A1_Az9","A1","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.13,"Ctrl_Ambiant"
"T23_A1_Az8_C1","IMG_7016",727,5,"A1_Az8","A1","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.119,"Ctrl_Ambiant"
"T23_A1_Az19_C5","IMG_6978",727,5,"A1_Az19","A1","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.141,"Ctrl_Ambiant"
"T23_B1_Az17_B5","IMG_6906",715,5,"B1_Az17","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.149,"Ctrl_Warm"
"T23_B1_Az12_A3","IMG_6997",727,5,"B1_Az12","B1","T23",23,"Warm","Ctrl","Yes","Naive","None",0.1304,"Ctrl_Warm"
"T23_B2_Az13_C2","IMG_6945",715,5,"B2_Az13","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.137,"Ctrl_Ambiant"
"T23_B2_Az17_D3","IMG_6939",715,5,"B2_Az17","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.106,"Ctrl_Ambiant"
"T23_B2_Az2_A6","IMG_6961",727,5,"B2_Az2","B2","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.1487,"Ctrl_Ambiant"
"T23_B4_Az17_D1","IMG_6957",715,5,"B4_Az17","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.173,"Pred_Ambiant"
"T23_B4_Az9_C5","IMG_6908",715,5,"B4_Az9","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1484,"Pred_Ambiant"
"T23_B4_Az19_A4","IMG_6985",727,5,"B4_Az19","B4","T23",23,"Ambiant","Pred","Yes","Naive","None",0.127,"Pred_Ambiant"
"T23_B5_Az11_C6","IMG_6898",715,5,"B5_Az11","B5","T23",23,"Warm","Pred","Yes","Naive","None",0.131,"Pred_Warm"
"T23_B5_Az13_B2","IMG_7008",727,5,"B5_Az13","B5","T23",23,"Warm","Pred","Yes","Naive","None",0.156,"Pred_Warm"
"T23_B5_Az7_C4","IMG_6990",727,5,"B5_Az7","B5","T23",23,"Warm","Pred","Yes","Naive","None",0.1388,"Pred_Warm"
"T23_B6_Az11_B3","IMG_6933",715,5,"B6_Az11","B6","T23",23,"Ambiant","Pred","Yes","Naive","None",0.134,"Pred_Ambiant"
"T23_B6_Az6_A2","IMG_7006",727,5,"B6_Az6","B6","T23",23,"Ambiant","Pred","Yes","Naive","None",0.114,"Pred_Ambiant"
"T23_B7_Az3_C1","IMG_6955",715,5,"B7_Az3","B7","T23",23,"Warm","Pred","Yes","Naive","None",0.122,"Pred_Warm"
"T23_B7_Az17_D5","IMG_6979",727,5,"B7_Az17","B7","T23",23,"Warm","Pred","Yes","Naive","None",0.155,"Pred_Warm"
"T23_B9_Az7_A3","IMG_6924",715,5,"B9_Az7","B9","T23",23,"Warm","Pred","Yes","Naive","None",0.1255,"Pred_Warm"
"T23_B9_Az4_A5","IMG_6974",727,5,"B9_Az4","B9","T23",23,"Warm","Pred","Yes","Naive","None",0.123,"Pred_Warm"
"T23_C1_Az8_B2","IMG_6943",715,5,"C1_Az8","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1497,"Pred_Ambiant"
"T23_C1_Az9_B3","IMG_6999",727,5,"C1_Az9","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.144,"Pred_Ambiant"
"T23_C1_Az11_D6","IMG_6972",727,5,"C1_Az11","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1475,"Pred_Ambiant"
"T23_C3_Az14_A4","IMG_6913",715,5,"C3_Az14","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.1456,"Pred_Ambiant"
"T23_C3_Az11_D1","IMG_7020",727,5,"C3_Az11","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.135,"Pred_Ambiant"
"T23_C5_Az9_A1","IMG_6948",715,5,"C5_Az9","C5","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.125,"Ctrl_Ambiant"
"T23_C5_Az6_A5","IMG_6902",715,5,"C5_Az6","C5","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.1502,"Ctrl_Ambiant"
"T23_C5_Az14_D4","IMG_6992",727,5,"C5_Az14","C5","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.126,"Ctrl_Ambiant"
"T23_C8_Az16_C4","IMG_6923",715,5,"C8_Az16","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.138,"Pred_Warm"
"T23_C8_Az18_D5","IMG_6911",715,5,"C8_Az18","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.136,"Pred_Warm"
"T23_C8_Az15_C6","IMG_6969",727,5,"C8_Az15","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.114,"Pred_Warm"
"T23_C9_Az7_B1","IMG_6951",715,5,"C9_Az7","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.132,"Pred_Ambiant"
"T23_C9_Az18_B4","IMG_6987",727,5,"C9_Az18","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.121,"Pred_Ambiant"
"T23_D6_Az11_B6","IMG_6894",715,5,"D6_Az11","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.1336,"Ctrl_Ambiant"
"T23_D6_Az7_C3","IMG_7002",727,5,"D6_Az7","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.115,"Ctrl_Ambiant"
"T23_D7_Az1_C3","IMG_6935",715,5,"D7_Az1","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.1284,"Ctrl_Warm"
"T23_D7_Az14_D2","IMG_7012",727,5,"D7_Az14","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.12,"Ctrl_Warm"
"T23_D7_Az3_B6","IMG_6965",727,5,"D7_Az3","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.161,"Ctrl_Warm"
"T25_A1_Az19_C5","IMG_7100",727,5,"A1_Az19","A1","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.1134,"Ctrl_Ambiant"
