"Ref","ID_photo","Reader","Round","PopInd","Pop","TempExp","TempExpNum","Tpop","Predpop","Survival","Naivety","Remarks","Length","EvolHistory"
"T23_B9_Az10_C2","IMG_4241",727,2,"B9_Az10","B9","T23",23,"Warm","Pred","Yes","Naive","None",0.134,"Pred_Warm"
"T23_C1_Az14_A1","IMG_4183",715,2,"C1_Az14","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.142,"Pred_Ambiant"
"T23_C1_Az2_B1","IMG_4246",727,2,"C1_Az2","C1","T23",23,"Ambiant","Pred","Yes","Naive","None",0.121,"Pred_Ambiant"
"T23_C3_Az10_C1","IMG_4190",715,2,"C3_Az10","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.125,"Pred_Ambiant"
"T23_C3_Az4_C5","IMG_4213",727,2,"C3_Az4","C3","T23",23,"Ambiant","Pred","Yes","Naive","None",0.143,"Pred_Ambiant"
"T23_C5_Az12_B2","IMG_4179",715,2,"C5_Az12","C5","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.139,"Ctrl_Ambiant"
"T23_C5_Az18_D2","IMG_4243",727,2,"C5_Az18","C5","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.102,"Ctrl_Ambiant"
"T23_C8_Az10_C3","IMG_4173",715,2,"C8_Az10","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.1,"Pred_Warm"
"T23_C8_Az6_A5","IMG_4148",715,2,"C8_Az6","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.13,"Pred_Warm"
"T23_C8_Az2_A3","IMG_4229",727,2,"C8_Az2","C8","T23",23,"Warm","Pred","Yes","Naive","None",0.135,"Pred_Warm"
"T23_C9_Az2_D1","IMG_4193",715,2,"C9_Az2","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.12,"Pred_Ambiant"
"T23_C9_Az9_B5","IMG_4150",715,2,"C9_Az9","C9","T23",23,"Ambiant","Pred","Yes","Naive","None",0.126,"Pred_Ambiant"
"T23_C9_Az3_B4","IMG_4219",727,2,"C9_Az3","C9","T23",23,"Ambiant","Pred","Yes","Naive","Goulot",0.127,"Pred_Ambiant"
"T23_D6_Az6_A4","IMG_4157",715,2,"D6_Az6","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.136,"Ctrl_Ambiant"
"T23_D6_Az12_C3","IMG_4235",727,2,"D6_Az12","D6","T23",23,"Ambiant","Ctrl","Yes","Naive","None",0.135,"Ctrl_Ambiant"
"T23_D7_Az13_D4","IMG_4163",715,2,"D7_Az13","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.145,"Ctrl_Warm"
"T23_D7_Az11_C1","IMG_4249",727,2,"D7_Az11","D7","T23",23,"Warm","Ctrl","Yes","Naive","None",0.149,"Ctrl_Warm"
"T25_A1_Az12_A6","IMG_4025",715,2,"A1_Az12","A1","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.095,"Ctrl_Ambiant"
"T25_A1_Az14_A2","IMG_4122",727,2,"A1_Az14","A1","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.102,"Ctrl_Ambiant"
"T25_B1_Az16_D4","IMG_4108",727,2,"B1_Az16","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.105,"Ctrl_Warm"
"T25_B1_Az5_B3","IMG_4116",727,2,"B1_Az5","B1","T25",25,"Warm","Ctrl","Yes","Naive","Goulot",0.146,"Ctrl_Warm"
"T25_B1_Az9_B1","IMG_4072",715,2,"B1_Az9","B1","T25",25,"Warm","Ctrl","Yes","Naive","None",0.108,"Ctrl_Warm"
"T25_B2_Az12_A6","IMG_4082",727,2,"B2_Az12","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.113,"Ctrl_Ambiant"
"T25_B2_Az6_D3","IMG_4061",715,2,"B2_Az6","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.125,"Ctrl_Ambiant"
"T25_B2_Az7_D5","IMG_4101",727,2,"B2_Az7","B2","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.127,"Ctrl_Ambiant"
"T25_B4_Az18_B6","IMG_4084",727,2,"B4_Az18","B4","T25",25,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T25_B4_Az5_B3","IMG_4053/IMG_4054",715,2,"B4_Az5","B4","T25",25,"Ambiant","Pred","Yes","Naive","None",0.032,"Pred_Ambiant"
"T25_B5_Az12_C6","IMG_4086",727,2,"B5_Az12","B5","T25",25,"Warm","Pred","Yes","Naive","Goulot",0.13,"Pred_Warm"
"T25_B5_Az5_D5","IMG_4036",715,2,"B5_Az5","B5","T25",25,"Warm","Pred","Yes","Naive","None",0.128,"Pred_Warm"
"T25_B5_Az6_C2","IMG_4066",715,2,"B5_Az6","B5","T25",25,"Warm","Pred","Yes","Naive","None",0.145,"Pred_Warm"
"T25_B6_Az15_B5","IMG_4094",727,2,"B6_Az15","B6","T25",25,"Ambiant","Pred","Yes","Naive","None",0.121,"Pred_Ambiant"
"T25_B6_Az17_D1","IMG_4138",727,2,"B6_Az17","B6","T25",25,"Ambiant","Pred","Yes","Naive","None",0.109,"Pred_Ambiant"
"T25_B6_Az7_C4","IMG_4043",715,2,"B6_Az7","B6","T25",25,"Ambiant","Pred","Yes","Naive","None",0.121,"Pred_Ambiant"
"T25_B7_Az14_A5","IMG_4091",727,2,"B7_Az14","B7","T25",25,"Warm","Pred","Yes","Naive","None",0.145,"Pred_Warm"
"T25_B7_Az19_B6","IMG_4028",715,2,"B7_Az19","B7","T25",25,"Warm","Pred","Yes","Naive","Goulot",0.143,"Pred_Warm"
"T25_B7_Az5_C4","IMG_4105",727,2,"B7_Az5","B7","T25",25,"Warm","Pred","Yes","Naive","None",0.11,"Pred_Warm"
"T25_B9_Az10_C2","IMG_4125",727,2,"B9_Az10","B9","T25",25,"Warm","Pred","Yes","Naive","None",0.141,"Pred_Warm"
"T25_B9_Az12_A3","IMG_4049",715,2,"B9_Az12","B9","T25",25,"Warm","Pred","Yes","Naive","None",0.129,"Pred_Warm"
"T25_C1_Az14_A1","IMG_4070",715,2,"C1_Az14","C1","T25",25,"Ambiant","Pred","Yes","Naive","None",0.117,"Pred_Ambiant"
"T25_C1_Az2_B1","IMG_4131",727,2,"C1_Az2","C1","T25",25,"Ambiant","Pred","Yes","Naive","None",0.116,"Pred_Ambiant"
"T25_C3_Az10_C1","IMG_4075",715,2,"C3_Az10","C3","T25",25,"Ambiant","Pred","Yes","Naive","None",0.153,"Pred_Ambiant"
"T25_C3_Az4_C5","IMG_4096",727,2,"C3_Az4","C3","T25",25,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T25_C5_Az12_B2","IMG_4064",715,2,"C5_Az12","C5","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.134,"Ctrl_Ambiant"
"T25_C5_Az18_D2","IMG_4129",727,2,"C5_Az18","C5","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.134,"Ctrl_Ambiant"
"T25_C8_Az10_C3","IMG_4056",715,2,"C8_Az10","C8","T25",25,"Warm","Pred","Yes","Naive","None",0.099,"Pred_Warm"
"T25_C8_Az2_A3","IMG_4114",727,2,"C8_Az2","C8","T25",25,"Warm","Pred","Yes","Naive","Goulot",0.137,"Pred_Warm"
"T25_C8_Az6_A5","IMG_4032",715,2,"C8_Az6","C8","T25",25,"Warm","Pred","Yes","Naive","None",0.13,"Pred_Warm"
"T25_C9_Az2_D1","IMG_4078",715,2,"C9_Az2","C9","T25",25,"Ambiant","Pred","Yes","Naive","None",0.126,"Pred_Ambiant"
"T25_C9_Az3_B4","IMG_4104",727,2,"C9_Az3","C9","T25",25,"Ambiant","Pred","Yes","Naive","Goulot",0.112,"Pred_Ambiant"
"T25_C9_Az9_B5","IMG_4034",715,2,"C9_Az9","C9","T25",25,"Ambiant","Pred","Yes","Naive","None",0.11,"Pred_Ambiant"
"T25_D6_Az12_C3","IMG_4118",727,2,"D6_Az12","D6","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.114,"Ctrl_Ambiant"
"T25_D6_Az6_A4","IMG_4041",715,2,"D6_Az6","D6","T25",25,"Ambiant","Ctrl","Yes","Naive","None",0.11,"Ctrl_Ambiant"
"T25_D7_Az11_C1","IMG_4135",727,2,"D7_Az11","D7","T25",25,"Warm","Ctrl","Yes","Naive","None",0.136,"Ctrl_Warm"
"T25_D7_Az13_D4","IMG_4047",715,2,"D7_Az13","D7","T25",25,"Warm","Ctrl","Yes","Naive","None",0.137,"Ctrl_Warm"
"T27_A1_Az12_A6","IMG_3900",715,2,"A1_Az12","A1","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.12,"Ctrl_Ambiant"
"T27_A1_Az14_A2","IMG_3995",727,2,"A1_Az14","A1","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.12,"Ctrl_Ambiant"
"T27_B1_Az9_B1","IMG_3943",715,2,"B1_Az9","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.139,"Ctrl_Warm"
"T27_B1_Az5_B3","IMG_3989",727,2,"B1_Az5","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.12,"Ctrl_Warm"
"T27_B1_Az16_D4","IMG_3983",727,2,"B1_Az16","B1","T27",27,"Warm","Ctrl","Yes","Naive","None",0.103,"Ctrl_Warm"
"T27_B2_Az6_D3","IMG_3932",715,2,"B2_Az6","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.13,"Ctrl_Ambiant"
"T27_B2_Az7_D5","IMG_3973",727,2,"B2_Az7","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.123,"Ctrl_Ambiant"
"T27_B2_Az12_A6","IMG_3953",727,2,"B2_Az12","B2","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.117,"Ctrl_Ambiant"
"T27_B4_Az5_B3","IMG_3925",715,2,"B4_Az5","B4","T27",27,"Ambiant","Pred","Yes","Naive","None",0.125,"Pred_Ambiant"
"T27_B4_Az18_B6","IMG_3957",727,2,"B4_Az18","B4","T27",27,"Ambiant","Pred","Yes","Naive","Goulot",0.159,"Pred_Ambiant"
"T27_B5_Az6_C2","IMG_3939",715,2,"B5_Az6","B5","T27",27,"Warm","Pred","Yes","Naive","None",0.094,"Pred_Warm"
"T27_B5_Az5_D5","IMG_3912",715,2,"B5_Az5","B5","T27",27,"Warm","Pred","Yes","Naive","None",0.137,"Pred_Warm"
"T27_B5_Az12_C6","IMG_3962",727,2,"B5_Az12","B5","T27",27,"Warm","Pred","Yes","Naive","Goulot",0.147,"Pred_Warm"
"T27_B6_Az7_C4","IMG_3918",715,2,"B6_Az7","B6","T27",27,"Ambiant","Pred","Yes","Naive","None",0.122,"Pred_Ambiant"
"T27_B6_Az17_D1","IMG_4013",727,2,"B6_Az17","B6","T27",27,"Ambiant","Pred","Yes","Naive","None",0.127,"Pred_Ambiant"
"T27_B6_Az15_B5","IMG_3968",727,2,"B6_Az15","B6","T27",27,"Ambiant","Pred","Yes","Naive","None",0.115,"Pred_Ambiant"
"T27_B7_Az19_B6","IMG_3903",715,2,"B7_Az19","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.131,"Pred_Warm"
"T27_B7_Az5_C4","IMG_3980",727,2,"B7_Az5","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.135,"Pred_Warm"
"T27_B7_Az14_A5","IMG_3964",727,2,"B7_Az14","B7","T27",27,"Warm","Pred","Yes","Naive","None",0.115,"Pred_Warm"
"T27_B9_Az12_A3","IMG_3923",715,2,"B9_Az12","B9","T27",27,"Warm","Pred","Yes","Naive","None",0.151,"Pred_Warm"
"T27_B9_Az10_C2","IMG_4002",727,2,"B9_Az10","B9","T27",27,"Warm","Pred","Yes","Naive","None",0.137,"Pred_Warm"
"T27_C1_Az14_A1","IMG_3942",715,2,"C1_Az14","C1","T27",27,"Ambiant","Pred","Yes","Naive","None",0.138,"Pred_Ambiant"
"T27_C1_Az2_B1","IMG_4007",727,2,"C1_Az2","C1","T27",27,"Ambiant","Pred","Yes","Naive","None",0.11,"Pred_Ambiant"
"T27_C3_Az10_C1",NA,715,2,"C3_Az10","C3","T27",27,"Ambiant","Pred","Yes","Naive","None",NA,"Pred_Ambiant"
"T27_C3_Az4_C5","IMG_3971",727,2,"C3_Az4","C3","T27",27,"Ambiant","Pred","Yes","Naive","None",0.12,"Pred_Ambiant"
"T27_C5_Az12_B2","IMG_3935",715,2,"C5_Az12","C5","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.126,"Ctrl_Ambiant"
"T27_C5_Az18_D2","IMG_4004",727,2,"C5_Az18","C5","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.098,"Ctrl_Ambiant"
"T27_C8_Az10_C3","IMG_3930",715,2,"C8_Az10","C8","T27",27,"Warm","Pred","Yes","Naive","None",0.133,"Pred_Warm"
"T27_C8_Az6_A5","IMG_3906",715,2,"C8_Az6","C8","T27",27,"Warm","Pred","Yes","Naive","None",0.096,"Pred_Warm"
"T27_C8_Az2_A3","IMG_3986",727,2,"C8_Az2","C8","T27",27,"Warm","Pred","Yes","Naive","Goulot",0.131,"Pred_Warm"
"T27_C9_Az2_D1","IMG_3949",715,2,"C9_Az2","C9","T27",27,"Ambiant","Pred","Yes","Naive","None",0.102,"Pred_Ambiant"
"T27_C9_Az9_B5","IMG_3909",715,2,"C9_Az9","C9","T27",27,"Ambiant","Pred","Yes","Naive","None",0.135,"Pred_Ambiant"
"T27_C9_Az3_B4","IMG_3977",727,2,"C9_Az3","C9","T27",27,"Ambiant","Pred","Yes","Naive","Goulot",0.138,"Pred_Ambiant"
"T27_D6_Az6_A4","IMG_3914",715,2,"D6_Az6","D6","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.124,"Ctrl_Ambiant"
"T27_D6_Az12_C3","IMG_3991",727,2,"D6_Az12","D6","T27",27,"Ambiant","Ctrl","Yes","Naive","None",0.127,"Ctrl_Ambiant"
"T27_D7_Az13_D4","IMG_3921",715,2,"D7_Az13","D7","T27",27,"Warm","Ctrl","Yes","Naive","None",0.089,"Ctrl_Warm"
"T27_D7_Az11_C1","IMG_4011",727,2,"D7_Az11","D7","T27",27,"Warm","Ctrl","Yes","Naive","None",0.146,"Ctrl_Warm"
"T30_A1_Az12_A6","IMG_3763",715,2,"A1_Az12","A1","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T30_A1_Az14_A2","IMG_3867",727,2,"A1_Az14","A1","T30",30,"Ambiant","Ctrl","No","Naive","None",0.127,"Ctrl_Ambiant"
"T30_B1_Az9_B1","IMG_3815",715,2,"B1_Az9","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.11,"Ctrl_Warm"
"T30_B1_Az5_B3","IMG_3861",727,2,"B1_Az5","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.132,"Ctrl_Warm"
"T30_B1_Az16_D4","IMG_3855",727,2,"B1_Az16","B1","T30",30,"Warm","Ctrl","Yes","Naive","None",0.108,"Ctrl_Warm"
"T30_B2_Az6_D3","IMG_3801",715,2,"B2_Az6","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.141,"Ctrl_Ambiant"
"T30_B2_Az7_D5","IMG_3845",727,2,"B2_Az7","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.139,"Ctrl_Ambiant"
"T30_B2_Az12_A6","IMG_3825",727,2,"B2_Az12","B2","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.136,"Ctrl_Ambiant"
"T30_B4_Az5_B3","IMG_3796",715,2,"B4_Az5","B4","T30",30,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T30_B4_Az18_B6","IMG_3828",727,2,"B4_Az18","B4","T30",30,"Ambiant","Pred","Yes","Naive","None",0.135,"Pred_Ambiant"
"T30_B5_Az6_C2","IMG_3809",715,2,"B5_Az6","B5","T30",30,"Warm","Pred","Yes","Naive","None",0.157,"Pred_Warm"
"T30_B5_Az5_D5","IMG_3778",715,2,"B5_Az5","B5","T30",30,"Warm","Pred","Yes","Naive","None",0.129,"Pred_Warm"
"T30_B5_Az12_C6","IMG_3832",727,2,"B5_Az12","B5","T30",30,"Warm","Pred","Yes","Naive","None",0.152,"Pred_Warm"
"T30_B6_Az7_C4","IMG_3786",715,2,"B6_Az7","B6","T30",30,"Ambiant","Pred","Yes","Naive","None",0.133,"Pred_Ambiant"
"T30_B6_Az17_D1","IMG_3885",727,2,"B6_Az17","B6","T30",30,"Ambiant","Pred","Yes","Naive","None",0.12,"Pred_Ambiant"
"T30_B6_Az15_B5","IMG_3839",727,2,"B6_Az15","B6","T30",30,"Ambiant","Pred","Yes","Naive","None",0.13,"Pred_Ambiant"
"T30_B7_Az19_B6","IMG_3765",715,2,"B7_Az19","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.119,"Pred_Warm"
"T30_B7_Az5_C4","IMG_3851",727,2,"B7_Az5","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.14,"Pred_Warm"
"T30_B7_Az14_A5","IMG_3835",727,2,"B7_Az14","B7","T30",30,"Warm","Pred","Yes","Naive","None",0.124,"Pred_Warm"
"T30_B9_Az12_A3","IMG_3791",715,2,"B9_Az12","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.107,"Pred_Warm"
"T30_B9_Az10_C2","IMG_3870",727,2,"B9_Az10","B9","T30",30,"Warm","Pred","Yes","Naive","None",0.127,"Pred_Warm"
"T30_C1_Az14_A1","IMG_3812",715,2,"C1_Az14","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.139,"Pred_Ambiant"
"T30_C1_Az2_B1","IMG_3877",727,2,"C1_Az2","C1","T30",30,"Ambiant","Pred","Yes","Naive","None",0.147,"Pred_Ambiant"
"T30_C3_Az10_C1","IMG_3818",715,2,"C3_Az10","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.103,"Pred_Ambiant"
"T30_C3_Az4_C5","IMG_3841",727,2,"C3_Az4","C3","T30",30,"Ambiant","Pred","Yes","Naive","None",0.129,"Pred_Ambiant"
"T30_C5_Az12_B2","IMG_3805",715,2,"C5_Az12","C5","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.13,"Ctrl_Ambiant"
"T30_C5_Az18_D2","IMG_3872",727,2,"C5_Az18","C5","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.14,"Ctrl_Ambiant"
"T30_C8_Az10_C3","IMG_3799",715,2,"C8_Az10","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.131,"Pred_Warm"
"T30_C8_Az6_A5","IMG_3772",715,2,"C8_Az6","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.142,"Pred_Warm"
"T30_C8_Az2_A3","IMG_3858",727,2,"C8_Az2","C8","T30",30,"Warm","Pred","Yes","Naive","None",0.104,"Pred_Warm"
"T30_C9_Az2_D1","IMG_3821",715,2,"C9_Az2","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.122,"Pred_Ambiant"
"T30_C9_Az9_B5","IMG_3776",715,2,"C9_Az9","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.119,"Pred_Ambiant"
"T30_C9_Az3_B4","IMG_3849",727,2,"C9_Az3","C9","T30",30,"Ambiant","Pred","Yes","Naive","None",0.134,"Pred_Ambiant"
"T30_D6_Az6_A4","IMG_3782",715,2,"D6_Az6","D6","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.127,"Ctrl_Ambiant"
"T30_D6_Az12_C3","IMG_3863",727,2,"D6_Az12","D6","T30",30,"Ambiant","Ctrl","Yes","Naive","None",0.1,"Ctrl_Ambiant"
"T30_D7_Az13_D4","IMG_3790",715,2,"D7_Az13","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.166,"Ctrl_Warm"
"T30_D7_Az11_C1","IMG_3881",727,2,"D7_Az11","D7","T30",30,"Warm","Ctrl","Yes","Naive","None",0.144,"Ctrl_Warm"
"T05_A1_Az1_B5","IMG_0618",715,3,"A1_Az1","A1","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T05_A1_Az8_B2","IMG_0685",727,3,"A1_Az8","A1","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T05_B1_Az6_D2","IMG_0647",715,3,"B1_Az6","B1","T05",5,"Warm","Ctrl","Yes","Naive","None",0.112,"Ctrl_Warm"
"T05_B1_Az3_A3","IMG_0674",727,3,"B1_Az3","B1","T05",5,"Warm","Ctrl","Yes","Naive","None",0.1,"Ctrl_Warm"
"T05_B2_Az7_A1","IMG_0650",715,3,"B2_Az7","B2","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.095,"Ctrl_Ambiant"
"T05_B2_Az4_C3","IMG_0637",715,3,"B2_Az4","B2","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.106,"Ctrl_Ambiant"
"T05_B2_Az5_B5","IMG_0664",727,3,"B2_Az5","B2","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.101,"Ctrl_Ambiant"
"T05_B4_Az2_D5","IMG_0622",715,3,"B4_Az2","B4","T05",5,"Ambiant","Pred","Yes","Naive","None",0.111,"Pred_Ambiant"
"T05_B4_Az9_A6","IMG_0614",715,3,"B4_Az9","B4","T05",5,"Ambiant","Pred","Yes","Naive","None",0.128,"Pred_Ambiant"
"T05_B4_Az5_C3","IMG_0679",727,3,"B4_Az5","B4","T05",5,"Ambiant","Pred","Yes","Naive","None",0.092,"Pred_Ambiant"
"T05_B5_Az2_C1","IMG_0652",715,3,"B5_Az2","B5","T05",5,"Warm","Pred","Yes","Naive","None",0.094,"Pred_Warm"
"T05_B5_Az9_D3","IMG_0639",715,3,"B5_Az9","B5","T05",5,"Warm","Pred","Yes","Naive","None",0.11,"Pred_Warm"
"T05_B5_Az7_D4","IMG_0672",727,3,"B5_Az7","B5","T05",5,"Warm","Pred","Yes","Naive","None",0.119,"Pred_Warm"
"T05_B6_Az2_D2","IMG_0688",727,3,"B6_Az2","B6","T05",5,"Ambiant","Pred","Yes","Naive","None",0.106,"Pred_Ambiant"
"T05_B7_Az3_B2","IMG_0643",715,3,"B7_Az3","B7","T05",5,"Warm","Pred","Yes","Naive","None",0.114,"Pred_Warm"
"T05_B7_Az1_A5","IMG_0616",715,3,"B7_Az1","B7","T05",5,"Warm","Pred","Yes","Naive","None",0.094,"Pred_Warm"
"T05_B7_Az9_C5","IMG_0620",715,3,"B7_Az9","B7","T05",5,"Warm","Pred","Yes","Naive","None",0.104,"Pred_Warm"
"T05_B7_Az4_A6","IMG_0656",727,3,"B7_Az4","B7","T05",5,"Warm","Pred","Yes","Naive","None",0.095,"Pred_Warm"
"T05_B9_Az8_A3","IMG_0634",715,3,"B9_Az8","B9","T05",5,"Warm","Pred","Yes","Naive","None",0.092,"Pred_Warm"
"T05_B9_Az4_D1","IMG_0691",727,3,"B9_Az4","B9","T05",5,"Warm","Pred","Yes","Naive","None",0.078,"Pred_Warm"
"T05_B9_Az10_B6","IMG_0658",727,3,"B9_Az10","B9","T05",5,"Warm","Pred","Yes","Naive","None",0.091,"Pred_Warm"
"T05_C1_Az2_C2","IMG_0645",715,3,"C1_Az2","C1","T05",5,"Ambiant","Pred","Yes","Naive","None",0.099,"Pred_Ambiant"
"T05_C1_Az5_A5","IMG_0662",727,3,"C1_Az5","C1","T05",5,"Ambiant","Pred","Yes","Naive","None",0.106,"Pred_Ambiant"
"T05_C1_Az9_D6","IMG_0660",727,3,"C1_Az9","C1","T05",5,"Ambiant","Pred","Yes","Naive","None",0.127,"Pred_Ambiant"
"T05_C3_Az7_A2","IMG_0641",715,3,"C3_Az7","C3","T05",5,"Ambiant","Pred","Yes","Naive","None",0.094,"Pred_Ambiant"
"T05_C3_Az9_A2","IMG_0682",727,3,"C3_Az9","C3","T05",5,"Ambiant","Pred","Yes","Naive","None",0.155,"Pred_Ambiant"
"T05_C3_Az8_C5","IMG_0666",727,3,"C3_Az8","C3","T05",5,"Ambiant","Pred","Yes","Naive","None",0.14,"Pred_Ambiant"
"T05_C5_Az3_A4","IMG_0625",715,3,"C5_Az3","C5","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.114,"Ctrl_Ambiant"
"T05_C5_Az2_B3","IMG_0676",727,3,"C5_Az2","C5","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.121,"Ctrl_Ambiant"
"T05_C8_Az10_D4","IMG_0632",715,3,"C8_Az10","C8","T05",5,"Warm","Pred","Yes","Naive","None",0.1,"Pred_Warm"
"T05_C8_Az9_D3","IMG_0681",727,3,"C8_Az9","C8","T05",5,"Warm","Pred","Yes","Naive","None",0.088,"Pred_Warm"
"T05_C9_Az3_B4","IMG_0627",715,3,"C9_Az3","C9","T05",5,"Ambiant","Pred","Yes","Naive","None",0.105,"Pred_Ambiant"
"T05_C9_Az2_C1","IMG_0690",727,3,"C9_Az2","C9","T05",5,"Ambiant","Pred","Yes","Naive","None",0.102,"Pred_Ambiant"
"T05_D6_Az5_D1","IMG_0654",715,3,"D6_Az5","D6","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.094,"Ctrl_Ambiant"
"T05_D6_Az9_D5","IMG_0668",727,3,"D6_Az9","D6","T05",5,"Ambiant","Ctrl","Yes","Naive","None",0.119,"Ctrl_Ambiant"
"T05_D7_Az10_C4","IMG_0629",715,3,"D7_Az10","D7","T05",5,"Warm","Ctrl","Yes","Naive","None",0.109,"Ctrl_Warm"
"T05_D7_Az3_C4","IMG_0670",727,3,"D7_Az3","D7","T05",5,"Warm","Ctrl","Yes","Naive","None",0.091,"Ctrl_Warm"
"T10_A1_Az7_A6","IMG_4664",715,3,"A1_Az7","A1","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.137,"Ctrl_Ambiant"
"T10_A1_Az15_D4","IMG_4757",727,3,"A1_Az15","A1","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.113,"Ctrl_Ambiant"
"T10_B1_Az8_B3","IMG_4696",715,3,"B1_Az8","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.131,"Ctrl_Warm"
"T10_B1_Az1_C6","IMG_4670",715,3,"B1_Az1","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.141,"Ctrl_Warm"
"T10_B1_Az19_C4","IMG_4754",727,3,"B1_Az19","B1","T10",10,"Warm","Ctrl","Yes","Naive","None",0.157,"Ctrl_Warm"
"T10_B2_Az16_A1","IMG_4712",715,3,"B2_Az16","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.133,"Ctrl_Ambiant"
"T10_B2_Az15_C1","IMG_4781",727,3,"B2_Az15","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.138,"Ctrl_Ambiant"
"T10_B2_Az3_C6","IMG_4732",727,3,"B2_Az3","B2","T10",10,"Ambiant","Ctrl","Yes","Naive","None",0.159,"Ctrl_Ambiant"
"T10_B4_Az15_C1","IMG_4718",715,3,"B4_Az15","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.148,"Pred_Ambiant"
"T10_B4_Az10_D2","IMG_4708",715,3,"B4_Az10","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.162,"Pred_Ambiant"
"T10_B4_Az8_B5","IMG_4743",727,3,"B4_Az8","B4","T10",10,"Ambiant","Pred","Yes","Naive","None",0.126,"Pred_Ambiant"
"T10_B5_Az16_B5","IMG_4678",715,3,"B5_Az16","B5","T10",10,"Warm","Pred","Yes","Naive","None",0.142,"Pred_Warm"
"T10_B5_Az4_A3","IMG_4758",727,3,"B5_Az4","B5","T10",10,"Warm","Pred","Yes","Naive","None",0.138,"Pred_Warm"
